,상호,휘발유,상표,셀프여부,주소,시
561,블루랜드주유소,1799,현대오일뱅크,Y,경기 용인시 처인구 포곡읍 마성로 375,용인시
562,호광주유소,1799,SK에너지,N,경기 용인시 처인구 포곡읍 포곡로 145,용인시
563,(주)위굴리 고진역주유소,1799,S-OIL,Y,경기 용인시 처인구 백옥대로 1234 (유림동),용인시
564,알래스카주유소,1800,S-OIL,Y,경기 용인시 처인구 포곡읍 백옥대로 1700,용인시
597,서창산업㈜죽전(상)주유소,1720,알뜰(ex),Y,경기 용인시 수지구 용구대로2771번길 37 (죽전동),용인시
598,현대오일뱅크㈜직영 죽전현대셀프주유소,1749,현대오일뱅크,Y,경기 용인시 수지구 용구대로 2751 (죽전동),용인시
599,현대오일뱅크㈜직영 수지현대셀프주유소,1779,현대오일뱅크,Y,경기 용인시 수지구 포은대로 95 (상현동),용인시
600,풍덕천Self주유소,1788,SK에너지,Y,경기 용인시 수지구 포은대로 402 (풍덕천동),용인시
601,현대오일뱅크㈜직영 성복현대주유소,1789,현대오일뱅크,N,경기 용인시 수지구 수지로 137 (성복동),용인시
602,지에스칼텍스㈜ 죽전주유소,1791,GS칼텍스,Y,경기 용인시 수지구 용구대로 2782 (죽전동),용인시
603,대명에너지 광교셀프직영점,1795,현대오일뱅크,Y,경기 용인시 수지구 포은대로 58 (상현동),용인시
604,SK에너지(주)엔크린주유소,1799,SK에너지,N,경기 용인시 수지구  용구대로 2748 (죽전동),용인시
610,미키주유소,1683,알뜰주유소,Y,경기 용인시 기흥구  용구대로 2469번길 57,용인시
611,㈜자연에너지 신갈주유소,1683,현대오일뱅크,Y,경기 용인시 기흥구 용구대로 2245 (신갈동),용인시
612,이마트구성점주유소,1683,GS칼텍스,Y,경기 용인시 기흥구 용구대로 2441 (마북동),용인시
613,SK에너지㈜직영 기쁨셀프주유소,1693,SK에너지,Y,경기 용인시 기흥구 용구대로2469번길130 (보정동),용인시
614,청정에너지주유소,1693,S-OIL,Y,경기 용인시 기흥구 용구대로2469번길 161,용인시
615,(주)삼표에너지 보정동주유소,1693,GS칼텍스,Y,경기 용인시 기흥구 용구대로2469번길 150 (보정동),용인시
616,보정꽃길주유소,1693,GS칼텍스,Y,경기 용인시 기흥구 용구대로2469번길 153,용인시
617,㈜소모에너지 보정셀프주유소,1693,GS칼텍스,Y,경기 용인시 기흥구 용구대로 2570 (보정동),용인시
618,오션네트웍스(주) 동백지점,1703,SK에너지,Y,경기 용인시 기흥구 석성로 666 (동백동),용인시
619,아이언맨주유소,1712,알뜰주유소,Y,경기 용인시 기흥구 신갈로 13 (상갈동),용인시
620,구성그린주유소,1713,GS칼텍스,N,경기 용인시 기흥구 용구대로 2421 (마북동),용인시
621,신무궁화주유소,1718,현대오일뱅크,N,경기 용인시 기흥구 용구대로2469번길 78 (보정동),용인시
622,(주)에스에이치에너지 신갈현대셀프주유소,1720,현대오일뱅크,Y,경기 용인시 기흥구 신수로 69(신갈동),용인시
623,오션네트웍스(주) 용인지점,1723,SK에너지,Y,경기 용인시 기흥구 석성로 1-3(보정동),용인시
624,경일석유(주) 도영주유소,1723,GS칼텍스,Y,경기 용인시 기흥구 용구대로 2100,용인시
625,언남신도시주유소,1723,SK에너지,Y,경기 용인시 기흥구 마북로2번길 69,용인시
626,서일석유(주)기흥서일 주유소,1723,GS칼텍스,Y,경기 용인시 기흥구 신수로 179,용인시
