"40 ~ 44세","합계",1238902,8815,41437,131581,488733,541774,24619,1943,1238902,9027,42933,132918,488555,540391,21136,3942,1274327,7105,43069,137630,501564,559407,23773,1779,1272537,7190,44725,138747,503187,557014,20174,1500,1304472,6951,43703,141075,510838,577136,23078,1691,1304791,7100,45668,142009,513613,574842,19487,2072,1330964,6718,42236,140604,521304,595464,22615,2023,1330964,6834,44500,141897,522443,594361,18897,2032,1943090,9618,60832,199578,748624,887098,34457,2883,1943090,9795,64090,201810,749566,885917,29020,2892,1942299,9119,59613,199349,750654,887840,32930,2794,1942299,9166,62466,201155,753931,884696,27994,2891,1931232,8991,59567,202314,751746,875569,30249,2796,1931232,9136,62613,204078,753605,873337,25847,2616,1839238,8433,57284,194164,715426,834205,27103,2623,1839238,8700,60185,194714,719821,829931,23309,2578,1918822,9307,61829,208815,756253,852330,28111,2177,1918822,9437,65106,208706,762325,847031,24087,2130,1644860,8097,54293,182276,654337,720693,23299,1865,1644860,8235,56739,182480,658113,717520,20031,1742
"40 ~ 44세","남자",686637,4755,16303,59064,253899,334452,16984,1180,686637,4767,16933,59262,252688,335277,15108,2602,711721,3340,16843,62261,263283,348589,16256,1149,710564,3310,17462,62796,262497,349212,14325,962,733663,3030,17282,64300,269738,362404,15834,1075,733846,3082,17935,64795,269965,362944,13838,1287,747814,2968,16375,64181,274603,373049,15400,1238,747814,2948,17170,64475,273520,375008,13393,1300,1059160,4165,22870,88388,382314,536880,22746,1797,1059160,4060,23982,88926,380363,540151,19910,1768,1060339,3983,22468,89000,384738,536462,21943,1745,1060339,3738,23319,89462,384023,538544,19432,1821,1045199,3811,22561,90097,381780,525224,19991,1735,1045199,3790,23227,90001,380359,528308,17849,1665,1015884,3676,22510,89773,373133,506894,18245,1653,1015884,3656,23102,89234,372695,509421,16149,1627,1045864,3991,24642,95939,390722,510679,18449,1442,1045864,3989,25503,94997,391660,511907,16365,1443,927955,3726,22952,88245,352364,443896,15586,1186,927955,3609,23852,87653,353383,444436,13851,1171
"40 ~ 44세","여자",552265,4060,25134,72517,234834,207322,7635,763,552265,4260,26000,73656,235867,205114,6028,1340,562606,3765,26226,75369,238281,210818,7517,630,561973,3880,27263,75951,240690,207802,5849,538,570809,3921,26421,76775,241100,214732,7244,616,570945,4018,27733,77214,243648,211898,5649,785,583150,3750,25861,76423,246701,222415,7215,785,583150,3886,27330,77422,248923,219353,5504,732,883930,5453,37962,111190,366310,350218,11711,1086,883930,5735,40108,112884,369203,345766,9110,1124,881960,5136,37145,110349,365916,351378,10987,1049,881960,5428,39147,111693,369908,346152,8562,1070,886033,5180,37006,112217,369966,350345,10258,1061,886033,5346,39386,114077,373246,345029,7998,951,823354,4757,34774,104391,342293,327311,8858,970,823354,5044,37083,105480,347126,320510,7160,951,872958,5316,37187,112876,365531,341651,9662,735,872958,5448,39603,113709,370665,335124,7722,687,716905,4371,31341,94031,301973,276797,7713,679,716905,4626,32887,94827,304730,273084,6180,571
"45 ~ 49세","합계",1329572,11092,58684,189803,577060,473112,17182,2639,1329572,11162,59887,190376,577738,470053,14548,5808,1361065,9226,60175,196924,590688,485174,16539,2339,1358708,9433,61392,197199,592709,482067,13930,1978,1371099,8757,61215,199075,593260,490675,15803,2314,1371396,9029,62633,199588,597548,486969,13086,2543,1512407,9194,64493,215198,655310,548946,16515,2751,1512407,9370,66016,214855,659867,545779,13826,2694,1653299,9967,69184,232576,714112,606434,18170,2856,1653299,10109,70974,232234,717963,604027,15111,2881,1729097,9863,71100,242414,750079,634618,18043,2980,1729097,10148,72838,241524,754580,631858,15148,3001,1751848,9736,71223,247753,762227,641115,16868,2926,1751848,9988,73691,246099,766521,638362,14239,2948,1732167,9812,69903,243982,755823,633651,16174,2822,1732167,9954,72103,242248,760158,631234,13677,2793,1767554,10106,72712,254265,777254,634161,16486,2570,1767554,10434,75158,251778,782419,631355,13908,2502,1508790,8537,62383,219610,667035,535250,13857,2118,1508790,8828,64030,217952,670406,533853,11728,1993
"45 ~ 49세","남자",735724,5903,24452,88277,306270,297013,12162,1647,735724,5783,25020,87844,306192,296390,10550,3945,750813,4197,24796,90372,313952,304380,11644,1472,749331,4186,25243,90610,313704,304278,10052,1258,748006,3877,24607,89956,310735,306380,10972,1479,748183,3921,25047,90195,311955,306091,9391,1583,825406,4039,25592,97148,342872,342694,11340,1721,825406,4048,26282,96494,344479,342545,9828,1730,897594,4177,26492,103727,371772,377206,12457,1763,897594,4229,27022,103152,371921,378744,10748,1778,929792,4027,26579,106509,386325,392055,12414,1883,929792,4118,27138,106167,386291,393436,10737,1905,946181,4078,26970,109341,393962,398324,11669,1837,946181,3994,27737,108307,394290,399784,10216,1853,944111,4031,26831,110881,395456,393940,11174,1798,944111,4061,27470,109109,395755,396216,9707,1793,960984,4315,28284,115180,406919,393310,11270,1706,960984,4216,28893,113510,407699,395229,9831,1606,831266,3763,25151,102330,356161,333041,9379,1441,831266,3699,25524,101355,355865,335285,8209,1329
"45 ~ 49세","여자",593848,5189,34232,101526,270790,176099,5020,992,593848,5379,34867,102532,271546,173663,3998,1863,610252,5029,35379,106552,276736,180794,4895,867,609377,5247,36149,106589,279005,177789,3878,720,623093,4880,36608,109119,282525,184295,4831,835,623213,5108,37586,109393,285593,180878,3695,960,687001,5155,38901,118050,312438,206252,5175,1030,687001,5322,39734,118361,315388,203234,3998,964,755705,5790,42692,128849,342340,229228,5713,1093,755705,5880,43952,129082,346042,225283,4363,1103,799305,5836,44521,135905,363754,242563,5629,1097,799305,6030,45700,135357,368289,238422,4411,1096,805667,5658,44253,138412,368265,242791,5199,1089,805667,5994,45954,137792,372231,238578,4023,1095,788056,5781,43072,133101,360367,239711,5000,1024,788056,5893,44633,133139,364403,235018,3970,1000,806570,5791,44428,139085,370335,240851,5216,864,806570,6218,46265,138268,374720,236126,4077,896,677524,4774,37232,117280,310874,202209,4478,677,677524,5129,38506,116597,314541,198568,3519,664
"50 ~ 54세","합계",1661191,17039,90932,312832,766340,456273,13114,4661,1661191,17289,91443,310651,767236,453948,11153,9471,1759161,14496,93811,327006,809824,495966,13647,4411,1754752,14911,94124,324643,813862,492016,11400,3796,1646953,12909,86786,308853,759844,462349,12087,4125,1647344,13419,87340,307508,765298,459367,9898,4514,1801231,13491,90365,327903,834734,517737,12490,4511,1801231,13643,91201,327230,840781,513413,10537,4426,1885250,13328,90345,335884,873107,555110,12899,4577,1885250,13554,91635,332884,880634,551225,10757,4561,1895002,12804,87351,332592,880938,564150,12649,4518,1895002,12761,88360,329480,889027,560587,10387,4400,1907258,12507,87867,332049,887565,570734,12311,4225,1907258,12790,88701,329665,895835,566032,10054,4181,1965960,12807,89245,341922,918110,587781,11845,4250,1965960,12727,89755,337969,927096,584386,9898,4129,2055219,13408,94856,361524,964447,605018,12197,3769,2055219,13539,95930,356518,975314,599945,10284,3689,1838588,11718,83549,319475,863859,545533,11191,3263,1838588,11626,83872,314750,871117,544351,9688,3184
"50 ~ 54세","남자",820436,7553,32728,126476,370396,271592,9063,2628,820436,7522,32258,125490,370688,271111,7802,5565,893619,5818,35198,137875,403094,299645,9419,2570,891047,5773,34927,136477,404624,298967,8136,2143,822642,4963,31805,127377,371687,276088,8324,2398,822828,5029,31598,126390,374060,276271,6937,2543,910222,5380,33746,137317,411849,310702,8556,2672,910222,5120,33591,136349,414970,310155,7433,2604,961998,5281,33664,141269,434511,335702,8867,2704,961998,5229,33700,139507,438119,335086,7652,2705,965167,5114,32229,139475,436585,340418,8621,2725,965167,5012,32238,137410,440387,340174,7316,2630,957153,4886,31621,137327,432851,339688,8229,2551,957153,4880,31390,135442,436247,339696,7049,2449,994984,5237,32870,143943,452246,350036,8058,2594,994984,5076,32765,141277,455455,350956,6988,2467,1026368,5320,34676,150581,468494,356811,8155,2331,1026368,5211,34716,147797,472732,356474,7196,2242,932565,4755,31591,136318,426938,323534,7389,2040,932565,4673,31512,133714,428494,325494,6688,1990
"50 ~ 54세","여자",840755,9486,58204,186356,395944,184681,4051,2033,840755,9767,59185,185161,396548,182837,3351,3906,865542,8678,58613,189131,406730,196321,4228,1841,863705,9138,59197,188166,409238,193049,3264,1653,824311,7946,54981,181476,388157,186261,3763,1727,824516,8390,55742,181118,391238,183096,2961,1971,891009,8111,56619,190586,422885,207035,3934,1839,891009,8523,57610,190881,425811,203258,3104,1822,923252,8047,56681,194615,438596,219408,4032,1873,923252,8325,57935,193377,442515,216139,3105,1856,929835,7690,55122,193117,444353,223732,4028,1793,929835,7749,56122,192070,448640,220413,3071,1770,950105,7621,56246,194722,454714,231046,4082,1674,950105,7910,57311,194223,459588,226336,3005,1732,970976,7570,56375,197979,465864,237745,3787,1656,970976,7651,56990,196692,471641,233430,2910,1662,1028851,8088,60180,210943,495953,248207,4042,1438,1028851,8328,61214,208721,502582,243471,3088,1447,906023,6963,51958,183157,436921,221999,3802,1223,906023,6953,52360,181036,442623,218857,3000,1194
"55 ~ 59세","합계",1062443,12780,72932,254160,496521,217213,4784,4053,1062443,13163,72884,252328,496403,215711,4288,7666,1151948,11334,75085,267851,538938,249363,5619,3758,1148181,11548,74744,265604,541433,246865,4680,3307,1204495,11340,76771,280841,566789,259504,5451,3799,1204758,11486,76425,279853,570820,257474,4543,4157,1337416,11512,79004,301778,634501,300313,6133,4175,1337416,11902,79503,301060,638231,297240,5197,4283,1492845,11992,83955,331031,711641,342926,6611,4689,1492845,12400,84078,330462,716371,339342,5564,4628,1586881,12307,84576,347181,761121,369937,6936,4823,1586881,12488,85646,345389,767586,365139,5870,4763,1644551,11862,84991,356495,790998,388313,6889,5003,1644551,12249,86140,353420,798111,383892,5880,4859,1662173,11774,83550,357436,805546,392438,6606,4823,1662173,12255,84398,353854,811716,389776,5470,4704,1648134,11774,81678,355849,801634,386471,6621,4107,1648134,12055,82384,351592,811371,381335,5236,4161,1489820,9998,71272,311900,728319,358656,6168,3507,1489820,10093,70821,308774,736009,355482,5165,3476
"55 ~ 59세","남자",542879,5627,27263,108973,256047,139101,3570,2298,542879,5681,26375,107902,256729,138575,3249,4368,610469,4547,29679,119429,287798,162733,4166,2117,608344,4440,28935,117749,289929,161764,3593,1934,613224,4380,28932,119958,290088,163738,3963,2165,613373,4164,28225,119176,292508,163582,3423,2295,703355,4729,31179,133294,333773,193484,4454,2442,703355,4763,30709,132249,337135,192164,3883,2452,772372,4787,32103,142757,367636,217603,4736,2750,772372,4814,31523,142155,370561,216525,4115,2679,804175,4833,31612,146386,383803,229754,4968,2819,804175,4785,31158,144841,387799,228488,4341,2763,831034,4764,31710,150177,396653,239964,4829,2937,831034,4726,31431,148168,400464,239106,4254,2885,840481,4898,31567,152475,403648,240411,4663,2819,840481,4776,31438,149813,406483,241224,3973,2774,832245,4943,31389,152647,400498,235715,4557,2496,832245,4805,31243,149352,405522,235062,3743,2518,750586,4357,27827,134112,360707,217120,4293,2170,750586,4228,27066,131088,365051,217344,3678,2131
"55 ~ 59세","여자",519564,7153,45669,145187,240474,78112,1214,1755,519564,7482,46509,144426,239674,77136,1039,3298,541479,6787,45406,148422,251140,86630,1453,1641,539837,7108,45809,147855,251504,85101,1087,1373,591271,6960,47839,160883,276701,95766,1488,1634,591385,7322,48200,160677,278312,93892,1120,1862,634061,6783,47825,168484,300728,106829,1679,1733,634061,7139,48794,168811,301096,105076,1314,1831,720473,7205,51852,188274,344005,125323,1875,1939,720473,7586,52555,188307,345810,122817,1449,1949,782706,7474,52964,200795,377318,140183,1968,2004,782706,7703,54488,200548,379787,136651,1529,2000,813517,7098,53281,206318,394345,148349,2060,2066,813517,7523,54709,205252,397647,144786,1626,1974,821692,6876,51983,204961,401898,152027,1943,2004,821692,7479,52960,204041,405233,148552,1497,1930,815889,6831,50289,203202,401136,150756,2064,1611,815889,7250,51141,202240,405849,146273,1493,1643,739234,5641,43445,177788,367612,141536,1875,1337,739234,5865,43755,177686,370958,138138,1487,1345
"60 ~ 64세","합계",972055,16109,104663,307851,417657,117578,2069,6128,972055,16391,104006,304703,415755,117926,1843,11431,1052817,15445,106181,326538,459436,136854,2425,5938,1046859,15828,105826,322582,458746,136727,2129,5021,1004241,13674,97738,310144,442525,132770,2125,5265,1004503,14204,97182,308640,444368,132780,1854,5475,1162690,14599,105167,350286,520884,163204,2694,5856,1162690,15135,105426,349434,522506,162135,2264,5790,1285409,14768,107812,376404,587105,190600,2954,5766,1285409,15463,108329,374934,588021,190273,2544,5845,1456209,16024,116617,421678,672803,219392,3361,6334,1456209,16705,116637,418978,676283,218347,2893,6366,1551359,15830,116641,440716,725233,243173,3315,6451,1551359,16751,117732,437107,727896,242429,2971,6473,1597421,15920,117283,452277,750840,251289,3460,6352,1597421,16478,118333,446040,756272,250999,2917,6382,1780238,17448,129524,504191,841127,277708,3775,6465,1780238,18370,130621,499008,845751,276877,3163,6448,1609459,14715,111391,447945,766722,259615,3605,5466,1609459,15348,110280,442206,773490,259572,3161,5402
"60 ~ 64세","남자",471320,6070,37394,129662,215792,77582,1582,3238,471320,6036,36715,127396,215938,77783,1411,6041,508624,5780,37989,136988,234741,88219,1746,3161,505456,5632,37280,134876,234812,88640,1630,2586,483956,5013,35272,129654,224444,85197,1572,2804,484089,5017,34138,128121,226791,85805,1358,2859,561436,5391,38048,145626,263179,104033,1993,3166,561436,5363,37340,144311,265253,104329,1743,3097,626638,5567,38970,156687,298570,121506,2160,3178,626638,5521,38138,155463,300025,122438,1926,3127,706180,6043,41809,174709,338348,139244,2491,3536,706180,5980,40895,171841,342053,139658,2185,3568,750346,6029,41991,181369,362525,152424,2356,3652,750346,6099,41135,178739,364909,153708,2175,3581,777819,6327,43054,188042,376638,157655,2489,3614,777819,6130,42299,184111,380461,159007,2237,3574,853818,6759,47269,207745,414166,171417,2667,3795,853818,6818,46538,203530,418409,172494,2292,3737,772948,6006,41315,185207,376046,158655,2564,3155,772948,5864,39736,180829,380854,160300,2291,3074
"60 ~ 64세","여자",500735,10039,67269,178189,201865,39996,487,2890,500735,10355,67291,177307,199817,40143,432,5390,544193,9665,68192,189550,224695,48635,679,2777,541403,10196,68546,187706,223934,48087,499,2435,520285,8661,62466,180490,218081,47573,553,2461,520414,9187,63044,180519,217577,46975,496,2616,601254,9208,67119,204660,257705,59171,701,2690,601254,9772,68086,205123,257253,57806,521,2693,658771,9201,68842,219717,288535,69094,794,2588,658771,9942,70191,219471,287996,67835,618,2718,750029,9981,74808,246969,334455,80148,870,2798,750029,10725,75742,247137,334230,78689,708,2798,801013,9801,74650,259347,362708,90749,959,2799,801013,10652,76597,258368,362987,88721,796,2892,819602,9593,74229,264235,374202,93634,971,2738,819602,10348,76034,261929,375811,91992,680,2808,926420,10689,82255,296446,426961,106291,1108,2670,926420,11552,84083,295478,427342,104383,871,2711,836511,8709,70076,262738,390676,100960,1041,2311,836511,9484,70544,261377,392636,99272,870,2328
"65 ~ 69세","합계",333237,8186,53906,124943,119955,23052,308,2887,333237,8309,53212,122958,119107,23880,323,5448,322349,7325,48956,119029,120067,24072,337,2563,319781,7339,48605,117435,119135,24509,330,2428,317990,6456,44933,115891,122004,25708,348,2650,318096,6645,44970,115384,121857,26176,342,2722,362290,6945,47805,130704,143185,30327,430,2894,362290,6925,47708,130540,142633,31207,417,2860,767155,13561,94951,274605,310770,66694,825,5749,767155,13959,95096,273397,310421,67789,758,5735,778442,13133,91478,276548,320689,70291,814,5489,778442,13610,91708,273823,322296,70928,731,5346,789398,12360,88337,276698,332213,73805,843,5142,789398,12899,88389,274630,333117,74524,777,5062,868891,12722,92372,300931,372484,84284,931,5167,868891,13161,92771,298707,373015,85154,798,5285,860180,12207,89159,298497,371094,83819,945,4459,860180,12674,89904,294250,373851,84244,806,4451,897727,11771,88098,306085,394666,91782,1083,4242,897727,12166,87619,302074,397747,92899,916,4306
"65 ~ 69세","남자",176091,3299,21248,60068,72270,17399,231,1576,176091,3301,20720,58934,71960,17965,247,2964,167842,2901,19120,55991,70378,17736,270,1446,166393,2819,18785,55151,69911,18127,255,1345,169747,2701,18148,55745,72327,19085,270,1471,169798,2627,18049,55488,72494,19361,283,1496,193643,2970,19469,62833,84246,22136,342,1647,193643,2783,19272,62553,84268,22891,325,1551,385496,5438,36390,122931,171262,45716,611,3148,385496,5453,35973,121994,171551,46812,586,3127,390406,5187,35023,123678,175088,47818,627,2985,390406,5204,34667,121879,176878,48381,564,2833,398454,5027,34053,123575,182030,50261,644,2864,398454,4983,33344,122745,182955,51056,591,2780,430910,5167,35527,132255,198466,55917,696,2882,430910,5037,34798,130573,199794,57210,598,2900,427435,5018,34680,131620,197627,55271,686,2533,427435,4936,34456,129047,199903,56043,592,2458,441189,4868,33999,132768,206713,59619,778,2444,441189,4708,33025,130348,208981,60996,695,2436
"65 ~ 69세","여자",157146,4887,32658,64875,47685,5653,77,1311,157146,5008,32492,64024,47147,5915,76,2484,154507,4424,29836,63038,49689,6336,67,1117,153388,4520,29820,62284,49224,6382,75,1083,148243,3755,26785,60146,49677,6623,78,1179,148298,4018,26921,59896,49363,6815,59,1226,168647,3975,28336,67871,58939,8191,88,1247,168647,4142,28436,67987,58365,8316,92,1309,381659,8123,58561,151674,139508,20978,214,2601,381659,8506,59123,151403,138870,20977,172,2608,388036,7946,56455,152870,145601,22473,187,2504,388036,8406,57041,151944,145418,22547,167,2513,390944,7333,54284,153123,150183,23544,199,2278,390944,7916,55045,151885,150162,23468,186,2282,437981,7555,56845,168676,174018,28367,235,2285,437981,8124,57973,168134,173221,27944,200,2385,432745,7189,54479,166877,173467,28548,259,1926,432745,7738,55448,165203,173948,28201,214,1993,456538,6903,54099,173317,187953,32163,305,1798,456538,7458,54594,171726,188766,31903,221,1870
"70 ~ 74세","합계",594159,21342,133414,240928,168675,22593,268,6939,594159,21536,130943,235366,169355,23820,303,12836,647991,21879,138840,262352,190758,26970,315,6877,641121,22144,136324,256350,191478,28315,342,6168,638099,20034,131325,258072,193902,27738,298,6730,638440,20554,129825,256152,195511,28973,322,7103,684102,20212,134048,275990,214923,31211,323,7395,684102,20842,133418,274062,215102,32934,321,7423,687162,19053,127576,274827,223682,34287,382,7355,687162,19908,126215,272165,225310,35911,364,7289,756759,19911,130790,300336,256866,40704,402,7750,756759,20472,129357,297852,258615,42483,398,7582,764036,18310,122240,301414,270349,43725,417,7581,764036,18862,122028,297883,271906,45588,436,7333,778593,17682,117743,306349,282978,46157,431,7253,778593,17929,116874,302987,285445,47745,440,7173,850653,18963,124594,335202,313197,50818,479,7400,850653,19247,123802,330121,316903,52713,474,7393,756510,15225,105448,296199,286618,46510,434,6076,756510,15824,103692,291598,290493,48370,459,6074
"70 ~ 74세","남자",274739,8013,48134,105624,93465,15748,191,3564,274739,7927,46847,102926,93567,16516,218,6738,298793,8234,49723,114666,103676,18658,225,3611,295184,8160,48416,111582,104174,19414,238,3200,295140,7599,47360,112351,105204,18861,209,3556,295280,7607,46487,111595,106027,19705,219,3640,315459,7578,48556,119020,115214,20966,239,3886,315459,7739,47697,118301,115442,22204,247,3829,323960,7384,46996,120881,121425,23162,279,3833,323960,7624,45992,119460,122691,24214,270,3709,354923,7625,47654,130632,137582,27008,289,4133,354923,7653,46732,129286,138759,28248,281,3964,360998,7220,44987,131156,144551,28720,297,4067,360998,7195,44793,129812,145098,29963,306,3831,371406,6909,44280,134718,151002,30321,303,3873,371406,6837,43354,132966,152638,31570,313,3728,404342,7531,46751,147007,165934,32737,358,4024,404342,7504,45863,143977,168463,34248,337,3950,366252,6205,40220,132205,153935,30051,297,3339,366252,6307,39148,129641,156145,31473,325,3213
"70 ~ 74세","여자",319420,13329,85280,135304,75210,6845,77,3375,319420,13609,84096,132440,75788,7304,85,6098,349198,13645,89117,147686,87082,8312,90,3266,345937,13984,87908,144768,87304,8901,104,2968,342959,12435,83965,145721,88698,8877,89,3174,343160,12947,83338,144557,89484,9268,103,3463,368643,12634,85492,156970,99709,10245,84,3509,368643,13103,85721,155761,99660,10730,74,3594,363202,11669,80580,153946,102257,11125,103,3522,363202,12284,80223,152705,102619,11697,94,3580,401836,12286,83136,169704,119284,13696,113,3617,401836,12819,82625,168566,119856,14235,117,3618,403038,11090,77253,170258,125798,15005,120,3514,403038,11667,77235,168071,126808,15625,130,3502,407187,10773,73463,171631,131976,15836,128,3380,407187,11092,73520,170021,132807,16175,127,3445,446311,11432,77843,188195,147263,18081,121,3376,446311,11743,77939,186144,148440,18465,137,3443,390258,9020,65228,163994,132683,16459,137,2737,390258,9517,64544,161957,134348,16897,134,2861
"75 ~ 79세","합계",226827,12693,67015,90430,47937,4918,58,3776,226827,12640,64769,88757,48460,5424,68,6709,244935,12448,69705,98604,54726,5856,61,3535,241388,12368,68018,96234,55047,6421,79,3221,267087,12576,73397,108845,61786,6450,73,3960,267378,12854,72129,107804,63166,7236,63,4126,293277,13322,77695,120356,69814,7667,75,4348,293277,13605,76405,119111,71206,8570,105,4275,334352,13996,84815,137861,83255,9393,96,4936,334352,14370,83611,136382,84585,10392,99,4913,343885,14127,82476,142391,89632,10421,113,4725,343885,14349,81283,140243,91524,11588,117,4781,387835,14881,89439,160747,104944,12493,110,5221,387835,15159,87797,158880,107056,13540,118,5285,416163,14798,90799,173176,117672,14159,123,5436,416163,14938,89363,171047,119708,15643,114,5350,414269,14616,87117,173383,119313,14761,109,4970,414269,14762,85604,170217,122633,15986,134,4933,372426,11824,74280,155481,112472,13909,134,4326,372426,12061,72235,153405,114949,15274,119,4383
"75 ~ 79세","남자",98895,4551,23605,39856,25762,3242,34,1845,98895,4391,22830,38813,26050,3472,39,3300,107936,4495,25082,43363,29315,3826,41,1814,106119,4355,24393,42315,29228,4063,49,1716,117857,4549,26305,47641,33136,4185,46,1995,117962,4606,26024,46947,33673,4631,34,2047,129706,4795,27744,52698,37203,4971,50,2245,129706,4896,27418,51954,37768,5460,72,2138,151263,5281,30858,61430,45019,6116,60,2499,151263,5337,30450,60419,45812,6754,63,2428,154273,5363,29907,62181,47728,6618,75,2401,154273,5250,29536,60901,48685,7388,75,2438,176398,5734,33080,70528,56210,8155,70,2621,176398,5727,32315,69731,57070,8765,74,2716,190833,5714,33714,76356,63063,9103,77,2806,190833,5684,32936,75839,63546,10032,67,2729,189365,5731,32626,76111,62818,9427,72,2580,189365,5573,31540,74862,64607,10127,93,2563,175310,4741,28502,70267,60387,8975,90,2348,175310,4707,27359,69405,61692,9777,81,2289
"75 ~ 79세","여자",127932,8142,43410,50574,22175,1676,24,1931,127932,8249,41939,49944,22410,1952,29,3409,136999,7953,44623,55241,25411,2030,20,1721,135269,8013,43625,53919,25819,2358,30,1505,149230,8027,47092,61204,28650,2265,27,1965,149416,8248,46105,60857,29493,2605,29,2079,163571,8527,49951,67658,32611,2696,25,2103,163571,8709,48987,67157,33438,3110,33,2137,183089,8715,53957,76431,38236,3277,36,2437,183089,9033,53161,75963,38773,3638,36,2485,189612,8764,52569,80210,41904,3803,38,2324,189612,9099,51747,79342,42839,4200,42,2343,211437,9147,56359,90219,48734,4338,40,2600,211437,9432,55482,89149,49986,4775,44,2569,225330,9084,57085,96820,54609,5056,46,2630,225330,9254,56427,95208,56162,5611,47,2621,224904,8885,54491,97272,56495,5334,37,2390,224904,9189,54064,95355,58026,5859,41,2370,197116,7083,45778,85214,52085,4934,44,1978,197116,7354,44876,84000,53257,5497,38,2094
"80 ~ 84세","합계",114366,9603,40824,41641,17930,1546,14,2808,114366,9624,39337,40264,18575,1799,17,4750,128418,9647,44534,47947,21833,1939,35,2483,125944,9701,42709,46606,22530,2162,33,2203,138899,9999,46872,52495,24628,2187,22,2696,139344,9998,45774,52269,25577,2526,25,3175,165798,11181,53759,63712,30688,2842,31,3585,165798,11665,52422,62993,31850,3242,34,3592,193357,12459,61131,74908,37181,3492,38,4148,193357,12420,59461,74707,38504,3967,40,4258,217859,13281,65475,86202,44265,4366,43,4227,217859,13628,63644,85305,45985,5025,41,4231,241803,14061,70310,96751,50976,4965,55,4685,241803,14365,68797,95257,53042,5644,53,4645,253020,13376,71049,102895,55515,5397,39,4749,253020,13742,69158,101211,58001,6177,49,4682,291760,15467,79169,120265,65463,6550,59,4787,291760,15610,77246,118249,68523,7319,64,4749,234591,11490,60826,96997,55853,5565,51,3809,234591,11410,58567,95919,58573,6300,46,3776
"80 ~ 84세","남자",45860,3095,13740,17676,9199,903,8,1239,45860,3088,13218,16908,9375,1070,11,2190,51729,3125,15203,20164,10846,1177,18,1196,50534,3084,14718,19231,11055,1318,14,1114,56465,3402,16110,21937,12450,1311,13,1242,56558,3288,15913,21718,12821,1462,13,1343,67044,3648,18121,26578,15335,1713,14,1635,67044,3759,17943,26084,15799,1846,20,1593,80965,4276,21756,31720,19151,2151,20,1891,80965,4213,21284,31579,19529,2408,22,1930,92264,4596,23120,37184,22674,2703,18,1969,92264,4662,22814,36431,23388,2987,25,1957,103354,4889,25221,41712,26225,3032,28,2247,103354,4973,24784,41046,26971,3378,30,2172,110345,4960,25844,45174,28753,3308,25,2281,110345,4995,25433,44254,29723,3694,30,2216,127749,5886,28791,52507,34018,4116,34,2397,127749,5763,28408,51468,35167,4525,35,2383,106841,4484,23164,44045,29621,3493,36,1998,106841,4407,22457,43195,31036,3843,30,1873
"80 ~ 84세","여자",68506,6508,27084,23965,8731,643,6,1569,68506,6536,26119,23356,9200,729,6,2560,76689,6522,29331,27783,10987,762,17,1287,75410,6617,27991,27375,11475,844,19,1089,82434,6597,30762,30558,12178,876,9,1454,82786,6710,29861,30551,12756,1064,12,1832,98754,7533,35638,37134,15353,1129,17,1950,98754,7906,34479,36909,16051,1396,14,1999,112392,8183,39375,43188,18030,1341,18,2257,112392,8207,38177,43128,18975,1559,18,2328,125595,8685,42355,49018,21591,1663,25,2258,125595,8966,40830,48874,22597,2038,16,2274,138449,9172,45089,55039,24751,1933,27,2438,138449,9392,44013,54211,26071,2266,23,2473,142675,8416,45205,57721,26762,2089,14,2468,142675,8747,43725,56957,28278,2483,19,2466,164011,9581,50378,67758,31445,2434,25,2390,164011,9847,48838,66781,33356,2794,29,2366,127750,7006,37662,52952,26232,2072,15,1811,127750,7003,36110,52724,27537,2457,16,1903
"85세 이상","합계",30616,5097,12821,8382,2682,157,7,1470,30616,4991,12334,8234,2764,198,5,2090,30668,4552,12937,8957,3080,222,10,910,29754,4551,12130,8943,3213,259,5,653,37317,5267,15383,11312,3869,273,5,1208,37871,5191,14993,11384,4201,347,11,1744,43767,6196,17508,13238,4672,337,6,1810,43767,6298,17054,13121,4973,426,10,1885,51718,6650,20185,16170,6030,425,7,2251,51718,6730,19528,16162,6471,572,11,2244,55238,7228,20620,17949,6704,564,14,2159,55238,7208,20095,17888,7135,675,6,2231,62704,7725,23394,20440,8054,641,7,2443,62704,7777,22604,20662,8508,747,12,2394,64828,7263,23406,22102,9019,628,14,2396,64828,7237,22734,21981,9633,791,11,2441,76747,8791,27467,26734,10875,796,7,2077,76747,8824,26413,26926,11488,942,18,2136,62169,6446,21375,22302,9576,716,8,1746,62169,6413,20758,22275,10085,871,9,1758
