"행정구역(시군구)별","연령별",2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"행정구역(시군구)별","연령별",총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명)
"전국","61세",466614,229510,237104,435022,213718,221304,592397,290945,301452,533291,261055,272236,614952,306096,308856,720230,350732,369498,692708,343176,349532,764437,381281,383156,768442,383542,384900,838270,413677,424593,902367,444506,457861
"전국","62세",472464,231309,241155,463534,227278,236256,432276,211659,220617,588950,288435,300515,530689,258988,271701,612012,303743,308269,716331,347792,368539,689181,340542,348639,760723,378466,382257,764707,380754,383953,831351,409590,421761
"전국","63세",468881,229291,239590,469007,228724,240283,460305,224912,235393,429543,209634,219909,585806,285967,299839,528168,256950,271218,608431,301064,307367,712414,344856,367558,685448,337707,347741,756768,375498,381270,758109,376715,381394
"전국","64세",473698,227990,245708,465321,226670,238651,465536,226195,239341,457273,222655,234618,426909,207568,219341,582615,283436,299179,524848,254429,270419,604829,298309,306520,708316,341855,366461,681500,334763,346737,749686,371126,378560
"전국","65세",378148,182811,195337,469855,225204,244651,461926,224184,237742,462279,223733,238546,454406,220359,234047,424251,205498,218753,578745,280537,298208,521677,251994,269683,601242,295530,305712,704145,338775,365370,674790,330601,344189
"전국","66세",338548,160894,177654,374910,180431,194479,466283,222605,243678,458484,221609,236875,459232,221355,237877,451649,218075,233574,421321,203254,218067,575151,277729,297422,518510,249570,268940,597588,292748,304840,696597,334184,362413
"전국","67세",362391,167834,194557,335357,158621,176736,371513,177978,193535,462297,219731,242566,455104,219035,236069,455822,218752,237070,448083,215378,232705,418063,200793,217270,571001,274618,296383,514832,246821,268011,590272,288349,301923
"전국","68세",365907,167512,198395,358373,165071,193302,331824,156116,175708,367970,175450,192520,458390,216814,241576,451417,216292,235125,451830,215855,235975,444324,212607,231717,414667,198317,216350,566479,271323,295156,508009,242913,265096
"전국","69세",452571,207093,245478,361438,164467,196971,354342,162315,192027,328315,153660,174655,364485,172911,191574,454206,213778,240428,447042,213195,233847,447575,212812,234763,440196,209610,230586,410993,195641,215352,558295,266609,291686
"전국","70세",373046,167545,205501,446100,202753,243347,356693,161302,195391,350145,159456,190689,324762,151174,173588,360660,170191,190469,449247,210287,238960,442396,209901,232495,443052,209562,233490,435818,206438,229380,404354,191782,212572
"전국","71세",330796,145616,185180,366899,163454,203445,439452,198245,241207,351790,157982,193808,345780,156483,189297,320820,148457,172363,356256,167142,189114,444124,206721,237403,437426,206442,230984,438250,206144,232106,428385,202039,226346
"전국","72세",341763,148348,193415,324843,141756,183087,360741,159490,201251,432445,193615,238830,346706,154620,192086,341109,153375,187734,316490,145587,170903,351623,163962,187661,438570,202865,235705,432023,202679,229344,430212,201530,228682
