,use_dt,line_num,sub_sta_nm,ride_pasgr_num,alight_pasgr_num,work_dt
162,20220301,5호선,상일동,6077,5898,20220304
163,20220301,5호선,둔촌동,4188,4221,20220304
164,20220301,5호선,올림픽공원(한국체대),2065,1724,20220304
165,20220301,5호선,방이,3091,3046,20220304
166,20220301,5호선,오금,1321,1325,20220304
167,20220301,5호선,개롱,2636,2907,20220304
168,20220301,5호선,거여,4088,3970,20220304
169,20220301,5호선,마천,3173,3307,20220304
170,20220301,5호선,강일,1909,1932,20220304
171,20220301,5호선,미사,7925,7944,20220304
172,20220301,5호선,하남풍산,1906,1925,20220304
173,20220301,5호선,하남시청(덕풍·신장),3612,3455,20220304
174,20220301,5호선,하남검단산,3815,3853,20220304
175,20220301,6호선,응암,8725,8681,20220304
176,20220301,6호선,역촌,1915,2266,20220304
177,20220301,6호선,불광,2887,2602,20220304
178,20220301,6호선,독바위,1405,1558,20220304
179,20220301,6호선,구산,3731,2851,20220304
180,20220301,6호선,새절(신사),6165,6062,20220304
181,20220301,6호선,증산(명지대앞),5299,5554,20220304
182,20220301,6호선,디지털미디어시티,4885,5073,20220304
183,20220301,6호선,월드컵경기장(성산),3593,3626,20220304
184,20220301,6호선,마포구청,6581,5946,20220304
185,20220301,6호선,망원,8620,9325,20220304
186,20220301,6호선,합정,8223,7699,20220304
187,20220301,6호선,상수,5553,5959,20220304
188,20220301,6호선,광흥창(서강),3414,3272,20220304
189,20220301,6호선,대흥(서강대앞),3590,3670,20220304
190,20220301,6호선,공덕,6560,5982,20220304
191,20220301,6호선,효창공원앞,3183,2947,20220304
192,20220301,6호선,삼각지,3277,2517,20220304
193,20220301,6호선,녹사평(용산구청),3028,3108,20220304
194,20220301,6호선,이태원,7714,7258,20220304
195,20220301,6호선,한강진,5359,6261,20220304
196,20220301,6호선,버티고개,864,972,20220304
197,20220301,6호선,약수,1636,1602,20220304
198,20220301,6호선,청구,1880,1993,20220304
199,20220301,6호선,신당,4703,4796,20220304
200,20220301,6호선,동묘앞,5024,4769,20220304
201,20220301,6호선,창신,1529,1396,20220304
202,20220301,6호선,보문,3678,3507,20220304
203,20220301,6호선,안암(고대병원앞),5385,5679,20220304
204,20220301,6호선,고려대(종암),3840,3888,20220304
205,20220301,6호선,월곡(동덕여대),5704,5747,20220304
206,20220301,6호선,상월곡(한국과학기술연구원),3037,2752,20220304
207,20220301,6호선,돌곶이,4443,4282,20220304
208,20220301,6호선,석계,6193,6350,20220304
209,20220301,6호선,태릉입구,2915,3188,20220304
210,20220301,6호선,화랑대(서울여대입구),4714,4078,20220304
211,20220301,6호선,봉화산(서울의료원),3578,3583,20220304
212,20220301,7호선,장암,937,602,20220304
213,20220301,7호선,도봉산,4019,5482,20220304
214,20220301,7호선,수락산,6564,6491,20220304
215,20220301,7호선,마들,5711,5534,20220304
216,20220301,7호선,노원,10398,10384,20220304
217,20220301,7호선,중계,6014,5532,20220304
218,20220301,7호선,하계,7971,7670,20220304
219,20220301,7호선,공릉(서울과학기술대),5992,6117,20220304
220,20220301,7호선,태릉입구,4352,4009,20220304
221,20220301,7호선,먹골,5081,4995,20220304
222,20220301,7호선,중화,5254,5168,20220304
223,20220301,7호선,상봉(시외버스터미널),8658,8270,20220304
224,20220301,7호선,면목,7794,7684,20220304
225,20220301,7호선,사가정,8209,8326,20220304
226,20220301,7호선,용마산(용마폭포공원),3030,3194,20220304
227,20220301,7호선,중곡,4927,4790,20220304
228,20220301,7호선,군자(능동),7344,5842,20220304
229,20220301,7호선,어린이대공원(세종대),6632,6618,20220304
230,20220301,7호선,건대입구,7435,7438,20220304
231,20220301,7호선,뚝섬유원지,4941,4443,20220304
232,20220301,7호선,청담,6171,6524,20220304
233,20220301,7호선,강남구청,5341,5876,20220304
234,20220301,7호선,학동,5812,6119,20220304
235,20220301,7호선,논현,6183,6638,20220304
236,20220301,7호선,반포,2878,2798,20220304
237,20220301,7호선,고속터미널,8026,5894,20220304
238,20220301,7호선,내방,4989,5077,20220304
239,20220301,7호선,이수,7646,7158,20220304
240,20220301,7호선,남성,5262,5159,20220304
241,20220301,7호선,숭실대입구(살피재),5491,5679,20220304
242,20220301,7호선,상도,5141,5035,20220304
243,20220301,7호선,장승배기,4426,4341,20220304
244,20220301,7호선,신대방삼거리,7374,7280,20220304
245,20220301,7호선,보라매,3767,3763,20220304
246,20220301,7호선,신풍,5334,5102,20220304
247,20220301,7호선,대림(구로구청),5081,5114,20220304
248,20220301,7호선,남구로,5940,5982,20220304
249,20220301,7호선,가산디지털단지,10716,9956,20220304
250,20220301,7호선,철산,9125,9196,20220304
251,20220301,7호선,광명사거리,11303,11297,20220304
252,20220301,7호선,천왕,4510,4380,20220304
253,20220301,7호선,온수(성공회대입구),3607,3542,20220304
254,20220301,8호선,암사,8502,8069,20220304
255,20220301,8호선,천호(풍납토성),7978,9154,20220304
256,20220301,8호선,강동구청,4340,4372,20220304
257,20220301,8호선,몽촌토성(평화의문),3032,2905,20220304
258,20220301,8호선,잠실(송파구청),9265,10208,20220304
259,20220301,8호선,석촌,4039,4815,20220304
260,20220301,8호선,송파,3288,3461,20220304
261,20220301,8호선,가락시장,3718,4041,20220304
262,20220301,8호선,문정,5040,5119,20220304
263,20220301,8호선,장지,8920,8981,20220304
264,20220301,8호선,복정,4000,3605,20220304
265,20220301,8호선,산성,2580,2659,20220304
266,20220301,8호선,남한산성입구(성남법원.검찰청),6245,5933,20220304
267,20220301,8호선,단대오거리,5097,5142,20220304
268,20220301,8호선,신흥,2361,2517,20220304
269,20220301,8호선,수진,2709,2598,20220304
270,20220301,8호선,모란,2476,2139,20220304
271,20220301,8호선,남위례,1867,1879,20220304
272,20220301,9호선,개화,918,897,20220304
273,20220301,9호선,김포공항,6503,8831,20220304
274,20220301,9호선,공항시장,1615,1793,20220304
275,20220301,9호선,신방화,3196,3179,20220304
276,20220301,9호선,마곡나루(서울식물원),5363,5305,20220304
277,20220301,9호선,양천향교,4006,4142,20220304
278,20220301,9호선,가양,9263,9086,20220304
279,20220301,9호선,증미,2842,2880,20220304
280,20220301,9호선,등촌,4978,5052,20220304
281,20220301,9호선,염창,7746,7524,20220304
282,20220301,9호선,신목동,1463,1308,20220304
283,20220301,9호선,선유도,2622,2475,20220304
284,20220301,9호선,당산,7633,7554,20220304
285,20220301,9호선,국회의사당,3687,3636,20220304
286,20220301,9호선,여의도,9199,8361,20220304
287,20220301,9호선,샛강,1687,1670,20220304
288,20220301,9호선,노량진,14283,14600,20220304
289,20220301,9호선,노들,2095,1863,20220304
290,20220301,9호선,흑석(중앙대입구),5002,4917,20220304
291,20220301,9호선,동작(현충원),1364,1073,20220304
292,20220301,9호선,구반포,520,546,20220304
293,20220301,9호선,신반포,1516,1440,20220304
294,20220301,9호선,고속터미널,7516,9974,20220304
295,20220301,9호선,사평,1401,1413,20220304
296,20220301,9호선,신논현,13981,13557,20220304
297,20220301,9호선2~3단계,언주,3274,3326,20220304
298,20220301,9호선2~3단계,선정릉,2579,2957,20220304
299,20220301,9호선2~3단계,삼성중앙,1876,1953,20220304
300,20220301,9호선2~3단계,봉은사,6559,6697,20220304
301,20220301,9호선2~3단계,종합운동장,1791,1677,20220304
302,20220301,9호선2~3단계,삼전,3403,3375,20220304
303,20220301,9호선2~3단계,석촌고분,2837,2826,20220304
304,20220301,9호선2~3단계,석촌,4149,3651,20220304
305,20220301,9호선2~3단계,송파나루,2656,2833,20220304
306,20220301,9호선2~3단계,한성백제,1185,976,20220304
307,20220301,9호선2~3단계,올림픽공원(한국체대),2408,2618,20220304
308,20220301,9호선2~3단계,둔촌오륜,406,418,20220304
309,20220301,9호선2~3단계,중앙보훈병원,2848,2817,20220304
310,20220301,경강선,판교,2181,2243,20220304
311,20220301,경강선,이매,474,383,20220304
312,20220301,경강선,삼동,970,910,20220304
313,20220301,경강선,경기광주,3321,3166,20220304
314,20220301,경강선,초월,1352,1307,20220304
315,20220301,경강선,곤지암,1118,1293,20220304
316,20220301,경강선,신둔도예촌,700,689,20220304
317,20220301,경강선,이천,1545,1581,20220304
318,20220301,경강선,부발,1238,1372,20220304
319,20220301,경강선,세종대왕릉,166,171,20220304
320,20220301,경강선,여주,1369,1255,20220304
321,20220301,경부선,서울역,4651,1010,20220304
322,20220301,경부선,남영,3809,4173,20220304
323,20220301,경부선,용산,23482,22004,20220304
324,20220301,경부선,노량진,5318,5160,20220304
325,20220301,경부선,대방,5152,5447,20220304
326,20220301,경부선,영등포,27373,27352,20220304
327,20220301,경부선,신도림,2104,1990,20220304
328,20220301,경부선,신길,4238,3631,20220304
329,20220301,경부선,구로,9187,9201,20220304
330,20220301,경부선,가산디지털단지,4484,6051,20220304
331,20220301,경부선,금천구청,5794,5761,20220304
332,20220301,경부선,석수,4506,4286,20220304
333,20220301,경부선,관악,3932,3773,20220304
334,20220301,경부선,안양,11735,11728,20220304
335,20220301,경부선,명학,3514,3462,20220304
336,20220301,경부선,금정,12443,12610,20220304
337,20220301,경부선,군포,3122,2963,20220304
338,20220301,경부선,의왕,4050,4187,20220304
339,20220301,경부선,성균관대,6766,7167,20220304
340,20220301,경부선,화서,3298,3410,20220304
341,20220301,경부선,수원,25971,25575,20220304
342,20220301,경부선,독산,6687,6906,20220304
343,20220301,경부선,세류,1571,1529,20220304
344,20220301,경부선,병점,7921,8241,20220304
345,20220301,경부선,세마,1479,1341,20220304
346,20220301,경부선,오산대,1772,1654,20220304
347,20220301,경부선,오산,5902,5955,20220304
348,20220301,경부선,진위,685,628,20220304
349,20220301,경부선,송탄,2879,2885,20220304
350,20220301,경부선,서정리,3767,4228,20220304
351,20220301,경부선,평택지제,2121,1922,20220304
352,20220301,경부선,평택,7883,7869,20220304
353,20220301,경부선,성환,1962,2195,20220304
354,20220301,경부선,직산,400,414,20220304
355,20220301,경부선,두정,3282,3741,20220304
356,20220301,경부선,천안,4100,4192,20220304
357,20220301,경부선,당정,2700,2630,20220304
358,20220301,경부선,서동탄,584,552,20220304
359,20220301,경부선,광명,1840,1483,20220304
360,20220301,경원선,이촌(국립중앙박물관),1742,1355,20220304
361,20220301,경원선,서빙고,1000,1059,20220304
362,20220301,경원선,한남,1824,1710,20220304
363,20220301,경원선,옥수,27,16,20220304
364,20220301,경원선,응봉,953,800,20220304
365,20220301,경원선,왕십리(성동구청),8556,9488,20220304
366,20220301,경원선,청량리(서울시립대입구),10809,10690,20220304
367,20220301,경원선,외대앞,4770,4826,20220304
368,20220301,경원선,신이문,4472,4288,20220304
369,20220301,경원선,석계,4772,5216,20220304
370,20220301,경원선,광운대,4089,4266,20220304
371,20220301,경원선,월계,3387,3183,20220304
372,20220301,경원선,녹천,2415,2029,20220304
373,20220301,경원선,방학,5353,5255,20220304
374,20220301,경원선,도봉,3162,3053,20220304
375,20220301,경원선,도봉산,5509,3768,20220304
376,20220301,경원선,망월사,4081,4213,20220304
377,20220301,경원선,회룡,6753,6691,20220304
378,20220301,경원선,의정부,11450,11640,20220304
379,20220301,경원선,가능,3509,3375,20220304
380,20220301,경원선,녹양,2300,2225,20220304
381,20220301,경원선,양주,4130,4033,20220304
382,20220301,경원선,덕계,1605,1528,20220304
383,20220301,경원선,덕정,2808,2828,20220304
384,20220301,경원선,지행,3730,3677,20220304
385,20220301,경원선,동두천중앙,1641,1593,20220304
386,20220301,경원선,보산,868,829,20220304
387,20220301,경원선,동두천,1201,1453,20220304
388,20220301,경원선,소요산,2249,1978,20220304
389,20220301,경의선,서울역,1022,940,20220304
390,20220301,경의선,신촌,302,333,20220304
391,20220301,경의선,효창공원앞,1234,1353,20220304
392,20220301,경의선,공덕,1640,1275,20220304
393,20220301,경의선,서강대,1093,1102,20220304
394,20220301,경의선,홍대입구,1265,1515,20220304
395,20220301,경의선,가좌,2562,2600,20220304
396,20220301,경의선,디지털미디어시티,1254,1175,20220304
397,20220301,경의선,수색,1030,1058,20220304
398,20220301,경의선,화전,920,955,20220304
399,20220301,경의선,강매,1313,1283,20220304
400,20220301,경의선,행신,3619,3497,20220304
401,20220301,경의선,능곡,1958,1905,20220304
402,20220301,경의선,곡산,273,277,20220304
403,20220301,경의선,백마,3302,3190,20220304
404,20220301,경의선,풍산,2972,2829,20220304
405,20220301,경의선,일산,4057,3958,20220304
406,20220301,경의선,탄현,3703,3470,20220304
407,20220301,경의선,야당,4152,3905,20220304
408,20220301,경의선,운정,3241,3108,20220304
409,20220301,경의선,금릉,2336,2390,20220304
410,20220301,경의선,금촌,3747,3791,20220304
411,20220301,경의선,월롱,1075,1583,20220304
412,20220301,경의선,파주,496,371,20220304
413,20220301,경의선,문산,2749,2787,20220304
414,20220301,경의선,임진강,30,25,20220304
415,20220301,경의선,계양,1,0,20220304
416,20220301,경인선,개봉,11091,11196,20220304
417,20220301,경인선,오류동,6368,6026,20220304
418,20220301,경인선,역곡,13715,13849,20220304
419,20220301,경인선,부천,20050,19906,20220304
420,20220301,경인선,송내,11702,11547,20220304
421,20220301,경인선,부평,19113,19611,20220304
422,20220301,경인선,백운,3582,3570,20220304
423,20220301,경인선,동암,8301,8322,20220304
424,20220301,경인선,주안,10472,9256,20220304
425,20220301,경인선,제물포,4934,4711,20220304
426,20220301,경인선,동인천,8084,7921,20220304
427,20220301,경인선,인천,3181,2541,20220304
428,20220301,경인선,구일,2926,2844,20220304
429,20220301,경인선,소사,4551,4418,20220304
430,20220301,경인선,부개,4250,4053,20220304
431,20220301,경인선,간석,2937,2753,20220304
432,20220301,경인선,도원,1334,1369,20220304
433,20220301,경인선,온수(성공회대입구),3268,3054,20220304
434,20220301,경인선,중동,4508,4243,20220304
435,20220301,경인선,도화,2153,2075,20220304
436,20220301,경춘선,신내,937,890,20220304
437,20220301,경춘선,갈매,1345,1193,20220304
438,20220301,경춘선,별내,1669,1600,20220304
439,20220301,경춘선,퇴계원,1807,1665,20220304
440,20220301,경춘선,사릉,1602,1532,20220304
441,20220301,경춘선,금곡,786,748,20220304
442,20220301,경춘선,평내호평,2873,2768,20220304
443,20220301,경춘선,천마산,907,905,20220304
444,20220301,경춘선,마석,2046,1932,20220304
445,20220301,경춘선,대성리,386,319,20220304
446,20220301,경춘선,청평,1081,915,20220304
447,20220301,경춘선,상천,157,136,20220304
448,20220301,경춘선,가평,1045,886,20220304
449,20220301,경춘선,굴봉산,100,106,20220304
450,20220301,경춘선,백양리,187,124,20220304
451,20220301,경춘선,강촌,327,300,20220304
452,20220301,경춘선,김유정,304,300,20220304
453,20220301,경춘선,남춘천,1692,2009,20220304
454,20220301,경춘선,춘천,1140,1019,20220304
455,20220301,공항철도 1호선,서울역,5149,4512,20220304
456,20220301,공항철도 1호선,공덕,995,1405,20220304
457,20220301,공항철도 1호선,홍대입구,7856,7415,20220304
458,20220301,공항철도 1호선,디지털미디어시티,3617,3571,20220304
459,20220301,공항철도 1호선,마곡나루(서울식물원),2163,2424,20220304
460,20220301,공항철도 1호선,김포공항,10028,4825,20220304
461,20220301,공항철도 1호선,계양,4528,4571,20220304
462,20220301,공항철도 1호선,검암,2985,3086,20220304
463,20220301,공항철도 1호선,청라국제도시,2806,2727,20220304
464,20220301,공항철도 1호선,운서,4555,4674,20220304
465,20220301,공항철도 1호선,공항화물청사,1065,1184,20220304
466,20220301,공항철도 1호선,인천공항1터미널,3159,3416,20220304
467,20220301,공항철도 1호선,인천공항2터미널,1638,1681,20220304
468,20220301,공항철도 1호선,영종,2006,1820,20220304
469,20220301,과천선,선바위,3165,3054,20220304
470,20220301,과천선,경마공원,892,829,20220304
471,20220301,과천선,대공원,2944,3091,20220304
472,20220301,과천선,과천,2976,2857,20220304
473,20220301,과천선,정부과천청사,4215,4353,20220304
474,20220301,과천선,인덕원,10019,10193,20220304
475,20220301,과천선,평촌,5568,5411,20220304
476,20220301,과천선,범계,13084,12925,20220304
477,20220301,분당선,선릉,2849,4315,20220304
478,20220301,분당선,한티,6833,6907,20220304
479,20220301,분당선,도곡,2628,2560,20220304
480,20220301,분당선,구룡,953,1035,20220304
481,20220301,분당선,개포동,1582,1652,20220304
482,20220301,분당선,대모산입구,1911,1774,20220304
483,20220301,분당선,수서,6831,6353,20220304
484,20220301,분당선,수원,4952,4037,20220304
485,20220301,분당선,서울숲,4779,4768,20220304
486,20220301,분당선,압구정로데오,11219,12007,20220304
487,20220301,분당선,강남구청,3168,3653,20220304
488,20220301,분당선,선정릉,1905,2022,20220304
489,20220301,분당선,가천대,3532,4090,20220304
490,20220301,분당선,태평,7329,7175,20220304
491,20220301,분당선,모란,10765,11048,20220304
492,20220301,분당선,야탑,12558,12913,20220304
493,20220301,분당선,서현,13068,12965,20220304
494,20220301,분당선,수내,5774,5685,20220304
495,20220301,분당선,정자,6959,7247,20220304
496,20220301,분당선,미금,6953,7459,20220304
497,20220301,분당선,오리,4945,4263,20220304
498,20220301,분당선,이매,2567,2619,20220304
499,20220301,분당선,보정,1027,996,20220304
500,20220301,분당선,죽전,6885,7845,20220304
501,20220301,분당선,구성,2193,2342,20220304
502,20220301,분당선,신갈,1729,1801,20220304
503,20220301,분당선,기흥,4462,4289,20220304
504,20220301,분당선,상갈,2473,2553,20220304
505,20220301,분당선,청명,1642,1719,20220304
506,20220301,분당선,영통,4357,4407,20220304
507,20220301,분당선,망포,5749,5852,20220304
508,20220301,분당선,매탄권선,2260,2226,20220304
509,20220301,분당선,수원시청,6310,6442,20220304
510,20220301,분당선,매교,1420,1427,20220304
511,20220301,수인선,고색,2098,2199,20220304
512,20220301,수인선,오목천,1290,1276,20220304
513,20220301,수인선,어천,412,448,20220304
514,20220301,수인선,야목,158,147,20220304
515,20220301,수인선,사리,2360,2054,20220304
516,20220301,수인선,달월,32,39,20220304
517,20220301,수인선,월곶,1654,1555,20220304
518,20220301,수인선,소래포구,3582,3420,20220304
519,20220301,수인선,인천논현,2771,2925,20220304
520,20220301,수인선,호구포,1782,1702,20220304
521,20220301,수인선,남동인더스파크,727,778,20220304
522,20220301,수인선,원인재,2521,2600,20220304
523,20220301,수인선,연수,2636,2590,20220304
524,20220301,수인선,송도,1367,1324,20220304
525,20220301,수인선,인하대,3246,3060,20220304
526,20220301,수인선,숭의,1930,1852,20220304
527,20220301,수인선,신포,1019,1044,20220304
528,20220301,수인선,인천,958,1395,20220304
529,20220301,안산선,산본,7969,8547,20220304
530,20220301,안산선,대야미,2531,2259,20220304
531,20220301,안산선,반월,2225,2205,20220304
532,20220301,안산선,상록수,8221,8427,20220304
533,20220301,안산선,한대앞,4830,5002,20220304
534,20220301,안산선,중앙,9642,9864,20220304
535,20220301,안산선,고잔,3688,3443,20220304
536,20220301,안산선,초지,1962,2003,20220304
537,20220301,안산선,안산,6387,6035,20220304
538,20220301,안산선,신길온천,948,869,20220304
539,20220301,안산선,정왕,4050,4361,20220304
540,20220301,안산선,오이도,4789,4668,20220304
541,20220301,안산선,수리산,1892,1693,20220304
542,20220301,우이신설선,북한산우이,2122,2228,20220304
543,20220301,우이신설선,솔밭공원,1360,1331,20220304
544,20220301,우이신설선,4.19민주묘지,1836,1663,20220304
545,20220301,우이신설선,가오리,2211,2122,20220304
546,20220301,우이신설선,화계,1899,1814,20220304
547,20220301,우이신설선,삼양,1205,1229,20220304
548,20220301,우이신설선,삼양사거리,1489,1432,20220304
549,20220301,우이신설선,솔샘,2700,2510,20220304
550,20220301,우이신설선,북한산보국문,3577,3338,20220304
551,20220301,우이신설선,정릉,2648,2276,20220304
552,20220301,우이신설선,성신여대입구(돈암),2112,2433,20220304
553,20220301,우이신설선,보문,780,820,20220304
