,상호,휘발유,상표,셀프여부,주소,시
934,삼미상사(주)일산제일주유소,1723,SK에너지,N,경기 고양시 일산동구 고봉로 473 (성석동),고양시
935,경일석유(주) 신우주유소,1723,GS칼텍스,Y,경기도 고양시 일산동구  고양대로 952 (식사동),고양시
936,식사주유소,1737,S-OIL,Y,경기 고양시 일산동구 고양대로 1137 (식사동),고양시
937,신우주유소,1737,S-OIL,Y,경기 고양시 일산동구 성현로 177,고양시
938,우리주유소,1745,알뜰주유소,Y,경기 고양시 일산동구 성현로 487,고양시
939,현대오일뱅크(주) 하나주유소,1745,현대오일뱅크,N,경기 고양시 일산동구 백마로 31 (장항동),고양시
940,원흥제2주유소,1745,현대오일뱅크,N,경기 고양시 일산동구 성현로 533 (사리현동),고양시
941,고일주유소,1757,SK에너지,N,경기 고양시 일산동구 백마로 455 (풍동),고양시
942,싱글벙글주유소,1759,SK에너지,Y,경기 고양시 일산동구 장항로 122-8 (백석동),고양시
943,(주)동일석유 신동일산주유소,1759,SK에너지,N,경기 고양시 일산동구 성현로 469 (사리현동),고양시
944,현대오일뱅크(주)직영 백석동셀프주유소,1759,현대오일뱅크,Y,경기 고양시 일산동구 일산로 144 (백석동),고양시
945,SK에너지(주)직영 오일파워주유소,1769,SK에너지,Y,경기 고양시 일산동구 고양대로 834 (중산동),고양시
946,SK에너지(주) 백마주유소,1769,SK에너지,Y,경기 고양시 일산동구 중앙로 990 (백석동),고양시
947,지에스칼텍스㈜ 일산그린주유소,1770,GS칼텍스,Y,경기 고양시 일산동구 고봉로 282,고양시
948,씨앤에스에너지(주)구도일주유소 성석,1789,S-OIL,N,경기 고양시 일산동구 고봉로 618 (성석동),고양시
949,성석셀프주유소,1792,현대오일뱅크,Y,경기 고양시 일산동구 성현로 58 (성석동),고양시
950,문봉주유소,1797,현대오일뱅크,N,경기 고양시 일산동구 문봉길 66 (문봉동),고양시
951,백신주유소,1798,현대오일뱅크,N,경기 고양시 일산동구 장항로 79 (백석동),고양시
952,카닥일산주유소,1799,GS칼텍스,Y,경기 고양시 일산동구 백마로 54 (장항1동),고양시
1474,(주)원흥 원흥동지점,1707,현대오일뱅크,Y,경기 고양시 덕양구 서오릉로 712 (원흥동),고양시
1475,안곡주유소,1707,현대오일뱅크,Y,경기 고양시 일산동구 고양대로 831,고양시
1476,동원2주유소,1707,GS칼텍스,Y,경기 고양시 덕양구 통일로 1180 (내유동),고양시
1477,덕양제1주유소,1707,SK에너지,Y,경기 고양시 덕양구 서오릉로 832 (성사동),고양시
1478,(주)내유셀프주유소,1707,현대오일뱅크,Y,경기 고양시 덕양구 통일로 1228,고양시
1479,(주)어울림주유소,1707,알뜰주유소,Y,경기 고양시 덕양구 충장로 407,고양시
1480,(주)원흥.벽제동지점,1707,현대오일뱅크,Y,경기 고양시 덕양구 호국로 1664,고양시
1481,고양주유소,1707,S-OIL,Y,경기 고양시 덕양구 호국로 730 (성사동),고양시
1482,세일석유㈜ 통일로 일품,1707,S-OIL,Y,경기 고양시 덕양구 통일로 862 (관산동),고양시
1483,(주)원흥 고양동지점,1707,현대오일뱅크,Y,경기 고양시 덕양구 호국로 1789,고양시
1484,(주)원흥 풍동지점,1707,현대오일뱅크,Y,경기 고양시 일산동구 무궁화로 299 (풍동),고양시
1485,호수공원주유소,1709,SK에너지,Y,경기 고양시 일산동구 백마로 108 (장항동),고양시
1486,(주)블루웰오일 동산주유소,1709,SK에너지,Y,경기 고양시 덕양구 고양대로 1926,고양시
1487,현대오일뱅크㈜직영 장항IC셀프주유소,1710,현대오일뱅크,Y,경기 고양시 일산동구 백마로 56 (장항동),고양시
1488,(주)신세계주유소,1712,현대오일뱅크,Y,경기도 고양시 일산동구  호수로 453 (백석동),고양시
1489,SK섬마을주유소,1712,SK에너지,Y,경기 고양시 덕양구 호수로 237,고양시
1490,씨앤에스유통(주)탄현주유소,1712,S-OIL,Y,경기 고양시 일산서구 일청로 143 (탄현동),고양시
1491,탄현기린주유소,1712,GS칼텍스,Y,경기 고양시 일산서구 탄중로 263,고양시
1492,(주)대화에너지,1712,SK에너지,Y,경기 고양시 일산서구 탄중로 251 (탄현동),고양시
1493,정상에너지(주)강매self주유소,1713,SK에너지,Y,경기 고양시 덕양구 중앙로 316 (도내동),고양시
1494,중앙로주유소,1713,SK에너지,Y,경기 고양시 덕양구 중앙로 113 (화전동),고양시
1495,신우에너지(주),1713,SK에너지,Y,경기 고양시 일산동구 고봉로 470 (성석동),고양시
1496,고봉산주유소,1713,SK에너지,Y,경기 고양시 일산동구 고봉로 464 (성석동),고양시
1497,신덕이로주유소,1713,SK에너지,Y,경기 고양시 일산서구 덕이로 36 (덕이동),고양시
1498,너멍골알뜰주유소,1713,알뜰주유소,Y,경기 고양시 덕양구 호국로 1259,고양시
1499,덕양주유소,1713,알뜰주유소,Y,경기 고양시 덕양구 충장로 142 (행신동),고양시
1500,그린주유소,1715,GS칼텍스,Y,경기 고양시 덕양구 호국로 992,고양시
1501,(주)삼표에너지 동해주유소,1715,GS칼텍스,Y,경기도 고양시 덕양구  중앙로 110 (화전동),고양시
1502,덕양제4주유소,1715,SK에너지,Y,경기 고양시 일산동구  고봉로 847 (설문동),고양시
1503,씨앤에스유통㈜ 내유동주유소,1715,S-OIL,Y,경기 고양시 덕양구 통일로 1273 (내유동),고양시
1504,현대통일로주유소,1715,현대오일뱅크,Y,경기 고양시 덕양구 통일로 1020 (관산동),고양시
1505,장항주유소,1715,S-OIL,Y,경기 고양시 일산동구 장항로 277 (장항동),고양시
1506,KH에너지(주)KH기쁨주유소,1715,SK에너지,Y,경기 고양시 일산동구 고양대로 1064 (식사동),고양시
1507,정발산주유소,1715,현대오일뱅크,Y,경기 고양시 일산동구 경의로 468 (정발산동),고양시
1508,벽제self주유소,1715,SK에너지,Y,경기 고양시 덕양구 혜음로 181,고양시
1509,비전에너지(주)코리아주유소,1715,SK에너지,Y,경기 고양시 일산동구 고봉로 788 (설문동),고양시
1510,KH에너지(주)직영 애니골주유소,1715,SK에너지,N,경기 고양시 일산동구  무궁화로 307 (풍동),고양시
