,use_dt,line_num,sub_sta_nm,ride_pasgr_num,alight_pasgr_num
0,20210721,1호선,서울역,32581,30731
1,20210721,1호선,동묘앞,6448,6603
2,20210721,1호선,시청,18173,18096
3,20210721,1호선,종각,28190,26981
4,20210721,1호선,종로3가,20620,19314
5,20210721,1호선,종로5가,18705,18358
6,20210721,1호선,동대문,9604,8889
7,20210721,1호선,신설동,12257,11985
8,20210721,1호선,제기동,13744,13854
9,20210721,1호선,청량리(서울시립대입구),16549,16723
10,20210721,2호선,시청,19708,19196
11,20210721,2호선,을지로입구,31783,32464
12,20210721,2호선,을지로3가,18303,18005
13,20210721,2호선,을지로4가,11338,10940
14,20210721,2호선,동대문역사문화공원(DDP),9401,10297
15,20210721,2호선,신당,11719,12172
16,20210721,2호선,상왕십리,12305,12015
17,20210721,2호선,왕십리(성동구청),12623,10636
18,20210721,2호선,한양대,5424,5471
19,20210721,2호선,뚝섬,18545,20102
20,20210721,2호선,성수,31984,34620
21,20210721,2호선,건대입구,26752,28810
22,20210721,2호선,구의(광진구청),20595,20383
23,20210721,2호선,강변(동서울터미널),24516,24231
24,20210721,2호선,잠실나루,12396,12019
25,20210721,2호선,잠실(송파구청),52574,52628
26,20210721,2호선,잠실새내,17307,17209
27,20210721,2호선,종합운동장,5694,6018
28,20210721,2호선,삼성(무역센터),40116,40140
29,20210721,2호선,선릉,48950,43303
30,20210721,2호선,역삼,44053,48362
31,20210721,2호선,강남,70033,68004
32,20210721,2호선,교대(법원.검찰청),29686,33344
33,20210721,2호선,서초,18618,18359
34,20210721,2호선,방배,13676,14538
35,20210721,2호선,사당,28799,30954
36,20210721,2호선,낙성대(강감찬),23599,23132
37,20210721,2호선,서울대입구(관악구청),40369,39724
38,20210721,2호선,봉천,21003,19861
39,20210721,2호선,신림,54489,53068
40,20210721,2호선,신대방,23080,22494
41,20210721,2호선,구로디지털단지,52521,52951
42,20210721,2호선,대림(구로구청),20788,21626
43,20210721,2호선,신도림,40534,38958
44,20210721,2호선,문래,18449,18875
45,20210721,2호선,영등포구청,20346,20638
46,20210721,2호선,당산,15553,18193
47,20210721,2호선,합정,25187,25382
48,20210721,2호선,홍대입구,37779,38715
49,20210721,2호선,신촌,26283,27045
50,20210721,2호선,이대,10257,10731
51,20210721,2호선,아현,8833,8511
52,20210721,2호선,충정로(경기대입구),8684,9055
53,20210721,2호선,용답,2286,2305
54,20210721,2호선,신답,1396,1662
55,20210721,2호선,신설동,2802,2817
56,20210721,2호선,도림천,1257,1269
57,20210721,2호선,양천구청,5718,6122
58,20210721,2호선,신정네거리,8896,9311
59,20210721,2호선,용두(동대문구청),2071,2146
60,20210721,3호선,지축,3752,3634
61,20210721,3호선,구파발,17951,17175
62,20210721,3호선,연신내,32090,30544
63,20210721,3호선,불광,14260,15203
64,20210721,3호선,녹번,13384,12366
65,20210721,3호선,홍제,14696,14042
66,20210721,3호선,무악재,3440,3455
67,20210721,3호선,독립문,5725,5798
68,20210721,3호선,경복궁(정부서울청사),15730,15383
69,20210721,3호선,안국,15682,15897
70,20210721,3호선,종로3가,8786,9862
71,20210721,3호선,을지로3가,9189,9194
72,20210721,3호선,충무로,1,0
73,20210721,3호선,동대입구,6042,6068
74,20210721,3호선,약수,11092,10884
75,20210721,3호선,금호,6884,6497
76,20210721,3호선,옥수,7587,8045
77,20210721,3호선,압구정,27102,28406
78,20210721,3호선,신사,24871,25903
79,20210721,3호선,잠원,3959,3923
80,20210721,3호선,고속터미널,29697,28630
81,20210721,3호선,교대(법원.검찰청),12270,7918
82,20210721,3호선,남부터미널(예술의전당),24416,25451
83,20210721,3호선,양재(서초구청),33182,35572
84,20210721,3호선,매봉,11147,10548
85,20210721,3호선,도곡,4650,4645
86,20210721,3호선,대치,9824,9862
87,20210721,3호선,학여울,1428,1461
88,20210721,3호선,대청,8809,8193
89,20210721,3호선,일원,8552,8447
90,20210721,3호선,수서,13683,14151
91,20210721,3호선,가락시장,7613,7495
92,20210721,3호선,경찰병원,6589,6617
93,20210721,3호선,오금,5440,4917
94,20210721,4호선,수유(강북구청),29527,29446
95,20210721,4호선,미아(서울사이버대학),12675,12450
96,20210721,4호선,미아사거리,23769,23325
97,20210721,4호선,길음,17112,16653
98,20210721,4호선,성신여대입구(돈암),16693,16103
99,20210721,4호선,한성대입구(삼선교),11113,10696
100,20210721,4호선,혜화,26259,26109
101,20210721,4호선,동대문,17608,18057
102,20210721,4호선,동대문역사문화공원(DDP),12363,11462
103,20210721,4호선,충무로,23067,23709
104,20210721,4호선,명동,13947,14327
105,20210721,4호선,회현(남대문시장),19463,20258
106,20210721,4호선,서울역,8671,11333
107,20210721,4호선,숙대입구(갈월),10609,10357
108,20210721,4호선,삼각지,4240,4508
109,20210721,4호선,신용산,12762,13323
110,20210721,4호선,이촌(국립중앙박물관),6220,6875
111,20210721,4호선,동작(현충원),1797,1911
112,20210721,4호선,총신대입구(이수),16040,17455
113,20210721,4호선,사당,19644,16039
114,20210721,4호선,남태령,937,815
115,20210721,4호선,당고개,11269,10443
116,20210721,4호선,상계,16825,15680
117,20210721,4호선,노원,15941,17904
118,20210721,4호선,창동,21706,23032
119,20210721,4호선,쌍문,25737,23894
120,20210721,5호선,방화,5842,5724
121,20210721,5호선,개화산,4764,4572
122,20210721,5호선,김포공항,6333,6071
123,20210721,5호선,송정,5708,5419
124,20210721,5호선,마곡,9192,9104
125,20210721,5호선,발산,17068,17429
126,20210721,5호선,우장산,11886,12012
