,use_dt,line_num,sub_sta_nm,ride_pasgr_num,alight_pasgr_num
0,20210705,1호선,서울역,41969,39653
1,20210705,1호선,동묘앞,8046,8428
2,20210705,1호선,시청,21396,21552
3,20210705,1호선,종각,36170,35440
4,20210705,1호선,종로3가,26790,25286
5,20210705,1호선,종로5가,22239,22295
6,20210705,1호선,동대문,11297,10669
7,20210705,1호선,신설동,14167,13915
8,20210705,1호선,제기동,17669,18203
9,20210705,1호선,청량리(서울시립대입구),20279,20028
10,20210705,2호선,시청,22800,22393
11,20210705,2호선,을지로입구,38295,39058
12,20210705,2호선,을지로3가,21996,22105
13,20210705,2호선,을지로4가,13203,12830
14,20210705,2호선,동대문역사문화공원(DDP),11742,13181
15,20210705,2호선,신당,13509,13904
16,20210705,2호선,상왕십리,14217,13831
17,20210705,2호선,왕십리(성동구청),15290,12498
18,20210705,2호선,한양대,6929,7588
19,20210705,2호선,뚝섬,21920,23767
20,20210705,2호선,성수,36309,39878
21,20210705,2호선,건대입구,32763,35207
22,20210705,2호선,구의(광진구청),23440,23165
23,20210705,2호선,강변(동서울터미널),30030,29139
24,20210705,2호선,잠실나루,14680,14348
25,20210705,2호선,잠실(송파구청),63871,64673
26,20210705,2호선,잠실새내,20683,20669
27,20210705,2호선,종합운동장,8259,8895
28,20210705,2호선,삼성(무역센터),50656,51395
29,20210705,2호선,선릉,57754,51574
30,20210705,2호선,역삼,52361,58289
31,20210705,2호선,강남,88680,87803
32,20210705,2호선,교대(법원.검찰청),34495,38777
33,20210705,2호선,서초,22380,21872
34,20210705,2호선,방배,16429,17256
35,20210705,2호선,사당,34571,37944
36,20210705,2호선,낙성대(강감찬),27382,26724
37,20210705,2호선,서울대입구(관악구청),47288,46994
38,20210705,2호선,봉천,24534,22741
39,20210705,2호선,신림,62287,60735
40,20210705,2호선,신대방,26433,25813
41,20210705,2호선,구로디지털단지,62571,62958
42,20210705,2호선,대림(구로구청),24649,25109
43,20210705,2호선,신도림,47438,45987
44,20210705,2호선,문래,21770,22462
45,20210705,2호선,영등포구청,23689,23962
46,20210705,2호선,당산,19053,22035
47,20210705,2호선,합정,29220,30295
48,20210705,2호선,홍대입구,45433,46805
49,20210705,2호선,신촌,32265,33515
50,20210705,2호선,이대,12494,13172
51,20210705,2호선,아현,10335,9766
52,20210705,2호선,충정로(경기대입구),10399,10895
