,use_dt,line_num,sub_sta_nm,ride_pasgr_num,alight_pasgr_num
0,20210724,1호선,서울역,18055,18400
1,20210724,1호선,동묘앞,7698,7735
2,20210724,1호선,시청,6466,6176
3,20210724,1호선,종각,11376,10998
4,20210724,1호선,종로3가,14941,14142
5,20210724,1호선,종로5가,12106,12087
6,20210724,1호선,동대문,8020,7331
7,20210724,1호선,신설동,7044,6553
8,20210724,1호선,제기동,10643,10602
9,20210724,1호선,청량리(서울시립대입구),13340,13495
10,20210724,2호선,시청,5656,5256
11,20210724,2호선,을지로입구,13466,13611
12,20210724,2호선,을지로3가,6556,6481
13,20210724,2호선,을지로4가,4988,5042
14,20210724,2호선,동대문역사문화공원(DDP),6915,7269
15,20210724,2호선,신당,7987,8172
16,20210724,2호선,상왕십리,7493,7164
17,20210724,2호선,왕십리(성동구청),8997,7336
18,20210724,2호선,한양대,2510,2424
19,20210724,2호선,뚝섬,8550,8944
20,20210724,2호선,성수,12232,13723
21,20210724,2호선,건대입구,21729,23279
22,20210724,2호선,구의(광진구청),12296,11987
23,20210724,2호선,강변(동서울터미널),16842,17798
24,20210724,2호선,잠실나루,5543,5444
25,20210724,2호선,잠실(송파구청),39735,38475
26,20210724,2호선,잠실새내,12245,12568
27,20210724,2호선,종합운동장,3210,3541
28,20210724,2호선,삼성(무역센터),17511,17258
29,20210724,2호선,선릉,17225,15176
30,20210724,2호선,역삼,13011,14155
31,20210724,2호선,강남,42937,41636
32,20210724,2호선,교대(법원.검찰청),12462,13985
33,20210724,2호선,서초,6837,5899
34,20210724,2호선,방배,6880,7240
35,20210724,2호선,사당,19558,21213
36,20210724,2호선,낙성대(강감찬),15918,14823
37,20210724,2호선,서울대입구(관악구청),28244,27393
38,20210724,2호선,봉천,13469,12391
39,20210724,2호선,신림,38330,36632
40,20210724,2호선,신대방,15247,14855
41,20210724,2호선,구로디지털단지,25287,24704
42,20210724,2호선,대림(구로구청),13672,14586
43,20210724,2호선,신도림,26918,26611
44,20210724,2호선,문래,7950,8274
45,20210724,2호선,영등포구청,8858,8857
46,20210724,2호선,당산,8303,9148
47,20210724,2호선,합정,17232,17959
48,20210724,2호선,홍대입구,34196,35340
49,20210724,2호선,신촌,20259,20026
50,20210724,2호선,이대,7011,7170
51,20210724,2호선,아현,5588,5433
52,20210724,2호선,충정로(경기대입구),3605,3646
53,20210724,2호선,용답,1657,1585
54,20210724,2호선,신답,701,729
55,20210724,2호선,신설동,2290,2224
56,20210724,2호선,도림천,674,684
57,20210724,2호선,양천구청,3501,3522
58,20210724,2호선,신정네거리,5629,5806
59,20210724,2호선,용두(동대문구청),1396,1392
60,20210724,3호선,지축,2041,1990
61,20210724,3호선,구파발,11839,11960
62,20210724,3호선,연신내,23075,21396
63,20210724,3호선,불광,9732,10918
64,20210724,3호선,녹번,7628,6654
65,20210724,3호선,홍제,9662,9082
66,20210724,3호선,무악재,1975,2029
67,20210724,3호선,독립문,3744,3589
68,20210724,3호선,경복궁(정부서울청사),8775,8938
69,20210724,3호선,안국,7311,8027
70,20210724,3호선,종로3가,3855,4950
71,20210724,3호선,을지로3가,3428,3622
72,20210724,3호선,동대입구,3881,3919
73,20210724,3호선,약수,6883,6437
74,20210724,3호선,금호,4415,4039
75,20210724,3호선,옥수,5143,5283
76,20210724,3호선,압구정,18833,19475
77,20210724,3호선,신사,16665,17013
78,20210724,3호선,잠원,2524,2431
79,20210724,3호선,고속터미널,30227,31777
80,20210724,3호선,교대(법원.검찰청),4716,2802
81,20210724,3호선,남부터미널(예술의전당),13691,14671
82,20210724,3호선,양재(서초구청),13542,14656
83,20210724,3호선,매봉,4372,4286
84,20210724,3호선,도곡,2341,2248
85,20210724,3호선,대치,7616,6778
86,20210724,3호선,학여울,744,689
87,20210724,3호선,대청,4361,3981
88,20210724,3호선,일원,3362,3401
89,20210724,3호선,수서,8461,9185
90,20210724,3호선,가락시장,4582,4255
91,20210724,3호선,경찰병원,2958,2992
92,20210724,3호선,오금,2944,2859
93,20210724,4호선,수유(강북구청),20405,20109
94,20210724,4호선,미아(서울사이버대학),8435,8044
95,20210724,4호선,미아사거리,16844,16232
96,20210724,4호선,길음,10105,9617
97,20210724,4호선,성신여대입구(돈암),12370,11617
98,20210724,4호선,한성대입구(삼선교),7372,7013
99,20210724,4호선,혜화,16744,17030
100,20210724,4호선,동대문,10375,10122
101,20210724,4호선,동대문역사문화공원(DDP),7479,6585
102,20210724,4호선,충무로,8518,8834
103,20210724,4호선,명동,7407,8352
104,20210724,4호선,회현(남대문시장),12217,12695
105,20210724,4호선,서울역,3682,7030
106,20210724,4호선,숙대입구(갈월),6208,5932
107,20210724,4호선,삼각지,2079,2482
108,20210724,4호선,신용산,6923,7321
109,20210724,4호선,이촌(국립중앙박물관),4431,4843
110,20210724,4호선,동작(현충원),1228,1258
111,20210724,4호선,총신대입구(이수),10675,11533
112,20210724,4호선,사당,13406,11269
113,20210724,4호선,남태령,724,585
114,20210724,4호선,당고개,7856,7575
