,use_dt,line_num,sub_sta_nm,ride_pasgr_num,alight_pasgr_num
0,20210719,1호선,서울역,33065,31137
1,20210719,1호선,동묘앞,6147,6389
2,20210719,1호선,시청,17730,17697
3,20210719,1호선,종각,27950,27208
4,20210719,1호선,종로3가,20869,19581
5,20210719,1호선,종로5가,18953,18726
6,20210719,1호선,동대문,9519,9108
7,20210719,1호선,신설동,12282,12308
8,20210719,1호선,제기동,14229,14680
9,20210719,1호선,청량리(서울시립대입구),16754,16829
10,20210719,2호선,시청,18938,18538
11,20210719,2호선,을지로입구,31209,31580
12,20210719,2호선,을지로3가,18182,17726
13,20210719,2호선,을지로4가,11087,10858
14,20210719,2호선,동대문역사문화공원(DDP),9168,10047
15,20210719,2호선,신당,11671,12095
16,20210719,2호선,상왕십리,12089,12041
17,20210719,2호선,왕십리(성동구청),12308,10159
18,20210719,2호선,한양대,5613,5704
19,20210719,2호선,뚝섬,18028,19620
20,20210719,2호선,성수,31572,33885
21,20210719,2호선,건대입구,26027,27995
22,20210719,2호선,구의(광진구청),20270,20373
23,20210719,2호선,강변(동서울터미널),25227,24202
24,20210719,2호선,잠실나루,12411,12170
25,20210719,2호선,잠실(송파구청),49753,50102
26,20210719,2호선,잠실새내,17200,16890
27,20210719,2호선,종합운동장,5604,6027
28,20210719,2호선,삼성(무역센터),39275,39731
29,20210719,2호선,선릉,48774,43301
30,20210719,2호선,역삼,44503,48563
31,20210719,2호선,강남,69988,68273
32,20210719,2호선,교대(법원.검찰청),29035,32674
33,20210719,2호선,서초,18563,17872
34,20210719,2호선,방배,13478,14116
35,20210719,2호선,사당,28222,31000
36,20210719,2호선,낙성대(강감찬),23404,23076
37,20210719,2호선,서울대입구(관악구청),39346,39375
38,20210719,2호선,봉천,20879,19715
39,20210719,2호선,신림,54034,52895
40,20210719,2호선,신대방,22898,22576
41,20210719,2호선,구로디지털단지,52754,53455
42,20210719,2호선,대림(구로구청),21468,21868
43,20210719,2호선,신도림,40390,38840
44,20210719,2호선,문래,18231,18707
45,20210719,2호선,영등포구청,20751,20766
46,20210719,2호선,당산,15216,17780
47,20210719,2호선,합정,23940,24198
48,20210719,2호선,홍대입구,35746,36748
49,20210719,2호선,신촌,25618,26659
50,20210719,2호선,이대,10009,10569
51,20210719,2호선,아현,8641,8359
52,20210719,2호선,충정로(경기대입구),8673,9056
53,20210719,2호선,용답,2331,2259
54,20210719,2호선,신답,1341,1694
55,20210719,2호선,신설동,2781,2858
56,20210719,2호선,도림천,1305,1335
57,20210719,2호선,양천구청,5788,6235
58,20210719,2호선,신정네거리,8885,9482
59,20210719,2호선,용두(동대문구청),2056,2160
60,20210719,3호선,지축,3701,3618
61,20210719,3호선,구파발,17535,16535
62,20210719,3호선,연신내,31057,29710
63,20210719,3호선,불광,13557,14245
64,20210719,3호선,녹번,13064,12273
65,20210719,3호선,홍제,14320,13767
66,20210719,3호선,무악재,3331,3407
67,20210719,3호선,독립문,5609,5652
68,20210719,3호선,경복궁(정부서울청사),14742,14383
69,20210719,3호선,안국,14740,14865
70,20210719,3호선,종로3가,8704,9896
71,20210719,3호선,을지로3가,9056,9019
72,20210719,3호선,충무로,2,0
73,20210719,3호선,동대입구,5716,5971
74,20210719,3호선,약수,10794,10700
75,20210719,3호선,금호,6826,6527
76,20210719,3호선,옥수,7273,7830
77,20210719,3호선,압구정,27252,28459
78,20210719,3호선,신사,24619,25876
