날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1995-03-07,108,8.6,4.8,13.6
1995-03-08,108,8.8,2.4,16.4
1995-03-09,108,9.4,6.4,14.3
1995-03-10,108,4,1.4,7.1
1995-03-11,108,4.4,1.8,7.2
1995-03-12,108,4.7,1,7.8
1995-03-13,108,5.4,1.6,10
1995-03-14,108,6.8,2,11.7
1995-03-15,108,10.2,2,17.1
1995-03-16,108,7.1,4.3,12.6
1995-03-17,108,0.1,-3.6,4.3
1995-03-18,108,1.9,-2.5,6.7
1995-03-19,108,4.7,-0.4,9.9
1995-03-20,108,9.2,4.9,13.8
1995-03-21,108,10.6,8.5,14.1
1995-03-22,108,10.5,7.2,13.9
1995-03-23,108,8.1,6.5,9.2
1995-03-24,108,5.1,4.1,6.5
1995-03-25,108,5.1,2.7,8.9
1995-03-26,108,5.1,0.3,9.2
1995-03-27,108,7.3,4.1,11.6
1995-03-28,108,6.8,1.7,11.4
1995-03-29,108,7.5,4.4,10.7
1995-03-30,108,9.9,3.9,16.5
1995-03-31,108,6.7,3.9,8.8
1995-04-01,108,6,1.5,10.2
1995-04-02,108,3.8,-0.4,8
1995-04-03,108,5.6,0.5,10.6
1995-04-04,108,7.4,1.5,13.1
1995-04-05,108,8.3,4.7,13.6
1995-04-06,108,6.9,4.7,12.2
1995-04-07,108,10.4,4.4,16.5
1995-04-08,108,14,10.8,18.8
1995-04-09,108,10.4,5.9,13.7
1995-04-10,108,8,3.1,13.1
1995-04-11,108,6.1,2.9,9.8
1995-04-12,108,7,3.3,11.6
1995-04-13,108,11.6,5.4,18.1
1995-04-14,108,16.1,10.6,22.6
1995-04-15,108,15.8,10.1,23.1
1995-04-16,108,11.6,8.8,14.3
1995-04-17,108,14.7,9.3,21.8
1995-04-18,108,13.1,9,19.6
1995-04-19,108,10.5,5.5,15.9
1995-04-20,108,11.2,6,16.5
1995-04-21,108,11.4,7.4,16.3
1995-04-22,108,11.7,10.4,13.1
1995-04-23,108,12.7,8.4,17.7
1995-04-24,108,12.2,6.5,17.5
1995-04-25,108,13,9.1,19.3
1995-04-26,108,13.2,7.2,19.4
1995-04-27,108,14.2,9.2,20.8
1995-04-28,108,16.3,8.7,23.2
1995-04-29,108,17.4,11.3,23.9
1995-04-30,108,18.4,10.4,25.2
1995-05-01,108,19.7,14.5,26.4
1995-05-02,108,17.3,12.8,22.2
1995-05-03,108,13,9.3,17.2
1995-05-04,108,12.3,7.6,17.3
1995-05-05,108,13.8,8.1,18.5
1995-05-06,108,16.6,12.6,22.6
1995-05-07,108,16.8,13.6,22
1995-05-08,108,17.7,10.3,25.1
1995-05-09,108,20.2,14.1,25.1
1995-05-10,108,14.4,9.6,20.2
1995-05-11,108,12.9,6.3,18.5
1995-05-12,108,17,7.5,24.9
1995-05-13,108,14.3,9.8,17.4
1995-05-14,108,11.5,9.2,12.9
1995-05-15,108,15.7,11.5,20.6
1995-05-16,108,18.7,11.4,25.4
1995-05-17,108,19,12.7,25.1
1995-05-18,108,21.4,13.3,29
1995-05-19,108,22.1,14.9,26.2
1995-05-20,108,17.3,14.8,21.6
1995-05-21,108,17.8,13.6,20.2
1995-05-22,108,16.3,10.3,22.4
1995-05-23,108,18.6,11.8,25.6
1995-05-24,108,20.6,16.3,24.7
1995-05-25,108,18.6,16,19.7
1995-05-26,108,17.5,13,22.5
1995-05-27,108,18,11.4,23.7
1995-05-28,108,18.4,16.4,21
1995-05-29,108,18.5,14.9,22.7
1995-05-30,108,17.5,14.1,21.1
1995-05-31,108,17.9,13.6,23
1995-06-01,108,20.4,12.1,28.1
1995-06-02,108,17.6,15,19.8
1995-06-03,108,16.7,14.9,18.3
1995-06-04,108,17.7,14.3,22.2
1995-06-05,108,18,12.4,24.2
1995-06-06,108,20.4,14.8,26.9
1995-06-07,108,22.2,15.6,27.8
1995-06-08,108,23.1,19,28.5
1995-06-09,108,23.3,17.1,28.8
1995-06-10,108,23.1,18.1,28.3
1995-06-11,108,22.9,19,28.7
1995-06-12,108,21.8,16.1,27.2
1995-06-13,108,23.2,18.5,29.1
1995-06-14,108,22.3,16.4,27
1995-06-15,108,21.6,18,27.4
1995-06-16,108,22.4,18,28.5
1995-06-17,108,23.4,18.6,29.4
1995-06-18,108,18.8,17,21.9
1995-06-19,108,19.8,16.8,23.7
1995-06-20,108,22.9,17.9,27.6
1995-06-21,108,24.8,20.7,29.6
1995-06-22,108,21.5,18.5,25.1
1995-06-23,108,22.1,19.3,26.3
1995-06-24,108,22.6,19.7,27.2
1995-06-25,108,23.2,20.7,25.8
1995-06-26,108,21.8,18.5,25.1
1995-06-27,108,21.9,18.9,26.4
1995-06-28,108,22.6,19,27.5
1995-06-29,108,23.8,19.9,28.9
1995-06-30,108,22.3,20.5,24.6
1995-07-01,108,22.2,19,26.3
1995-07-02,108,21.8,19.1,24.9
1995-07-03,108,22.6,18.8,27.4
1995-07-04,108,22.6,18.2,27.1
1995-07-05,108,22.5,17.7,28.3
1995-07-06,108,23.1,19,27.3
1995-07-07,108,25.3,19.8,31.2
1995-07-08,108,22.7,21.4,24.4
1995-07-09,108,23.3,22.5,24.5
1995-07-10,108,22.8,20.7,23.7
1995-07-11,108,24.1,22.9,26.1
1995-07-12,108,25.8,24.5,27
1995-07-13,108,24.1,23.4,25.8
1995-07-14,108,24.4,23.2,26
1995-07-15,108,25.2,24.3,27.1
1995-07-16,108,23.9,21.9,26.4
1995-07-17,108,24.1,21.2,28.8
1995-07-18,108,23.3,19.8,27.3
1995-07-19,108,19.9,18.1,22.6
1995-07-20,108,20.1,18.3,21.4
1995-07-21,108,22.9,19.4,27.2
1995-07-22,108,25.7,20.3,30.8
1995-07-23,108,28.7,23.9,33.6
1995-07-24,108,26.7,24.1,29.4
1995-07-25,108,26.2,23.7,30.4
1995-07-26,108,28.6,25,32.1
1995-07-27,108,27.7,25.5,30.6
1995-07-28,108,27.1,24.6,32.1
1995-07-29,108,26.5,23.3,30.3
1995-07-30,108,27.5,24.5,31.3
1995-07-31,108,27.8,25.9,30.9
1995-08-01,108,27.2,25.3,30.7
1995-08-02,108,26.7,25.7,29.1
1995-08-03,108,27.5,25.7,30.5
1995-08-04,108,27.9,25.8,31
1995-08-05,108,26.9,25.4,28.4
1995-08-06,108,28.4,25.4,32.2
1995-08-07,108,27.4,26,29.2
1995-08-08,108,24.8,22.7,27.6
1995-08-09,108,25.6,23,28.4
1995-08-10,108,26.5,24.1,30.2
1995-08-11,108,26.9,24.3,30.6
1995-08-12,108,26.2,23.7,30.7
1995-08-13,108,27.6,25.3,30.4
1995-08-14,108,29.3,26.7,33.5
1995-08-15,108,29.1,26.4,33.7
1995-08-16,108,28,24.4,32.3
1995-08-17,108,28.3,25.4,31.8
1995-08-18,108,28.3,26.1,31.5
1995-08-19,108,24.5,21.4,27.4
1995-08-20,108,24.8,22.2,28.1
1995-08-21,108,25.8,23.3,29.9
1995-08-22,108,25.8,21.7,29.8
1995-08-23,108,24,21.6,25.6
1995-08-24,108,24,22.5,25.5
1995-08-25,108,22.7,21.2,23.8
1995-08-26,108,22,20.6,22.9
1995-08-27,108,23.6,20.1,28.6
1995-08-28,108,24.7,21.7,29
1995-08-29,108,24.4,19.7,29
1995-08-30,108,22.9,18.8,25.1
1995-08-31,108,25.1,20.6,30.1
1995-09-01,108,25.4,22.1,28.4
1995-09-02,108,25.7,23.2,27.4
1995-09-03,108,23,20.4,24.8
1995-09-04,108,22.5,17.4,27.3
1995-09-05,108,21.3,15.5,25.9
1995-09-06,108,20.4,19.4,21
1995-09-07,108,20.7,18.8,21.9
1995-09-08,108,23,17.9,27.8
1995-09-09,108,18.7,17.4,21.2
1995-09-10,108,19.3,16.2,24.5
1995-09-11,108,18.3,13,23.3
1995-09-12,108,19.2,12.4,25.5
1995-09-13,108,20.2,16.1,25.2
1995-09-14,108,20.9,17.1,25.3
1995-09-15,108,20.6,16.9,24.7
1995-09-16,108,20,14.1,26.1
1995-09-17,108,19,13.3,24.1
1995-09-18,108,18.9,13.5,25
1995-09-19,108,19.7,14.5,25.1
1995-09-20,108,19.7,15.5,24.9
1995-09-21,108,18.8,13.7,24.8
1995-09-22,108,20.1,13.9,26.3
1995-09-23,108,19.5,17.5,24.7
1995-09-24,108,21,18,25.1
1995-09-25,108,17.5,14.1,22
1995-09-26,108,17,10.8,21.2
1995-09-27,108,15,11.2,20.2
1995-09-28,108,16.7,10.7,22
1995-09-29,108,18.3,13.7,23.7
1995-09-30,108,19.7,14.1,26.2
1995-10-01,108,18,14.9,23.4
1995-10-02,108,19,13,25.1
1995-10-03,108,18,16.3,19.5
1995-10-04,108,17.6,12.5,21.7
1995-10-05,108,13.9,8.5,18.6
1995-10-06,108,11.9,6,17.5
1995-10-07,108,14.1,7.7,20.2
1995-10-08,108,16.4,10.5,21.8
1995-10-09,108,17,13.1,21.7
1995-10-10,108,16.3,11.1,22.9
1995-10-11,108,16.8,11.3,23.5
1995-10-12,108,17.1,10.8,24.8
1995-10-13,108,17.8,10.6,25.6
1995-10-14,108,18.9,13.9,24.3
1995-10-15,108,17.9,15,20.1
1995-10-16,108,14.5,12.4,16.5
1995-10-17,108,15.1,9.6,20.8
1995-10-18,108,14.6,10.4,18.3
1995-10-19,108,16.9,12,22.9
1995-10-20,108,16,9.8,21.6
1995-10-21,108,16,11.6,20.1
1995-10-22,108,15.4,9.3,21.8
1995-10-23,108,15.3,10,20.5
1995-10-24,108,13.5,10.3,16.8
1995-10-25,108,12.4,6.6,18.4
1995-10-26,108,14.7,9.8,20.4
1995-10-27,108,14.9,8.6,21.1
1995-10-28,108,15.4,12.8,20.1
1995-10-29,108,15,9.2,20.3
1995-10-30,108,13.5,9.2,16.7
1995-10-31,108,7.3,4.2,10.4
1995-11-01,108,3.2,0.5,6.4
1995-11-02,108,5.9,-0.5,11.9
1995-11-03,108,10.3,4.3,17.8
1995-11-04,108,10.3,4.9,16.9
1995-11-05,108,11.2,5.2,18.4
1995-11-06,108,12.5,7.2,18.6
1995-11-07,108,6.4,0.1,14.1
1995-11-08,108,1.1,-1,5.3
1995-11-09,108,4,-1.8,10.1
1995-11-10,108,7.6,4.4,10.2
1995-11-11,108,7.1,1.1,12.5
1995-11-12,108,11.6,7.4,17
1995-11-13,108,14.1,10.8,17.5
1995-11-14,108,6.6,2,14.3
1995-11-15,108,4.3,-0.4,10.2
1995-11-16,108,7.1,0.6,13.1
1995-11-17,108,10.9,8.5,14.4
1995-11-18,108,9.7,6.5,14.5
1995-11-19,108,7.2,3.8,11.4
1995-11-20,108,2.7,-0.6,6.4
1995-11-21,108,3.1,-1.7,8.5
1995-11-22,108,6.3,3.5,9.2
1995-11-23,108,1.2,-2.8,6.8
1995-11-24,108,1,-4.3,5.9
1995-11-25,108,3,-1,7.8
1995-11-26,108,4.7,0.5,10.2
1995-11-27,108,1.6,-2.6,6.2
1995-11-28,108,3.3,-1.9,9.3
1995-11-29,108,4.5,0,10.3
1995-11-30,108,3.8,-0.1,8.3
1995-12-01,108,2.3,-0.8,5.9
1995-12-02,108,2.1,-2.1,6.9
1995-12-03,108,1.3,-1.7,5.5
1995-12-04,108,-0.6,-3.2,3.1
1995-12-05,108,-3.7,-5.6,-1.2
1995-12-06,108,-2.9,-6.3,1.5
1995-12-07,108,-2,-5.6,1.9
1995-12-08,108,-2.5,-5.4,1.2
1995-12-09,108,-1.4,-5.4,4.1
1995-12-10,108,0.7,-4.1,6.6
1995-12-11,108,4,0.9,6.9
1995-12-12,108,3,-0.6,6.9
1995-12-13,108,3.1,-0.4,5.9
1995-12-14,108,3.6,0.9,6.5
1995-12-15,108,0.5,-2.2,2.4
1995-12-16,108,-1.1,-4.5,3.1
1995-12-17,108,-1.5,-4.4,1.9
1995-12-18,108,-1.4,-5.4,3.2
1995-12-19,108,0.1,-3.8,4.8
1995-12-20,108,1.2,-0.8,5
1995-12-21,108,-0.8,-3.5,3.2
1995-12-22,108,0.7,-4.7,6.1
1995-12-23,108,1.3,-2.1,4.5
1995-12-24,108,-4.7,-7.9,1.9
1995-12-25,108,-7.6,-10.1,-3.8
1995-12-26,108,-5.5,-9.9,-1.2
1995-12-27,108,-3,-8,2.3
1995-12-28,108,-0.1,-3.9,2.8
1995-12-29,108,-5.9,-8.7,-2.7
1995-12-30,108,-7,-10.3,-2.5
1995-12-31,108,-3.1,-7.3,1.8
