날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1999-02-15,108,3.4,0.4,7.5
1999-02-16,108,4.7,0.3,10.2
1999-02-17,108,7.4,4.1,8.8
1999-02-18,108,2.8,-2.6,7.8
1999-02-19,108,-1.6,-4.6,2.2
1999-02-20,108,-2.5,-5,1.1
1999-02-21,108,-1.5,-6.2,3.9
1999-02-22,108,2.6,-2,7.6
1999-02-23,108,4.6,-1,9.5
1999-02-24,108,5.5,3,8.5
1999-02-25,108,5.7,1.8,9.6
1999-02-26,108,5.7,3,9.4
1999-02-27,108,-1.8,-4.3,4.1
1999-02-28,108,0.1,-6.1,4.8
1999-03-01,108,5.6,1.4,8.4
1999-03-02,108,6.2,1.5,12.3
1999-03-03,108,7.7,1.5,13.4
1999-03-04,108,11.1,4,18.8
1999-03-05,108,6.7,0.9,11.7
1999-03-06,108,4.9,-0.8,10.5
1999-03-07,108,5.2,1.6,10.8
1999-03-08,108,3.3,1.3,6.5
1999-03-09,108,3.2,0.4,7.4
1999-03-10,108,4.1,0.8,8.6
1999-03-11,108,2.5,-2.8,7.2
1999-03-12,108,5.8,-1.2,12
1999-03-13,108,9.3,1.3,16.2
1999-03-14,108,10.7,6.4,14.7
1999-03-15,108,9.6,7,14.3
1999-03-16,108,9.7,3.3,16.9
1999-03-17,108,11.3,6.2,16.3
1999-03-18,108,11.5,9.7,13.5
1999-03-19,108,6.8,2.7,9.9
1999-03-20,108,6.5,2.3,11.6
1999-03-21,108,1.5,-3,6.5
1999-03-22,108,-0.8,-6.2,4.1
1999-03-23,108,3.6,-3.2,9.7
1999-03-24,108,6,-0.1,11.4
1999-03-25,108,9.7,1.6,16.4
1999-03-26,108,9.3,6.2,12
1999-03-27,108,8.6,3.3,14.1
1999-03-28,108,4,0.1,8.1
1999-03-29,108,3.7,-1.8,7.6
1999-03-30,108,8.3,0.9,15.8
1999-03-31,108,10.8,3.2,16.4
1999-04-01,108,10.3,8.8,13.8
1999-04-02,108,9,5,13.6
1999-04-03,108,7,2.3,11.2
1999-04-04,108,8.3,1.8,13.8
1999-04-05,108,10.5,6.6,17.2
1999-04-06,108,7.7,3.7,12.6
1999-04-07,108,8,1.6,13.6
1999-04-08,108,11.7,5.6,17.4
1999-04-09,108,11.1,7.7,14.6
1999-04-10,108,13.3,9.9,18.9
1999-04-11,108,14.8,7,22.1
1999-04-12,108,11.2,8.7,13.8
1999-04-13,108,7.5,5.4,9.3
1999-04-14,108,9.7,4.8,15.3
1999-04-15,108,11.8,4.2,18.7
1999-04-16,108,12.1,10.4,15.3
1999-04-17,108,16.1,10.4,21.9
1999-04-18,108,19,10.9,26.5
1999-04-19,108,18.7,12.7,25.1
1999-04-20,108,18.4,12.4,24.6
1999-04-21,108,18.4,13.6,24.2
1999-04-22,108,19.2,12.8,24.7
1999-04-23,108,20.3,13.6,26.4
1999-04-24,108,20.9,15.1,27.3
1999-04-25,108,21.4,14,28.2
1999-04-26,108,20.1,14.9,26.3
1999-04-27,108,15.1,10.7,19.3
1999-04-28,108,14.2,10.4,19.8
1999-04-29,108,15,7.8,21.3
1999-04-30,108,16.1,9,23
1999-05-01,108,15.4,12.1,19.9
1999-05-02,108,16.7,10.2,22.1
1999-05-03,108,14.7,13.2,17.2
1999-05-04,108,17.9,12.2,23.9
1999-05-05,108,16.5,11,22.2
1999-05-06,108,16.1,10.8,21.1
1999-05-07,108,16.9,12.5,21
1999-05-08,108,18.1,11.4,24.6
1999-05-09,108,17.4,13.7,23.7
1999-05-10,108,18.1,12.5,24.1
1999-05-11,108,17.6,12.2,23.5
1999-05-12,108,17.4,11.5,23.7
1999-05-13,108,18.4,12,25.1
1999-05-14,108,18.3,13.3,25.1
1999-05-15,108,16.1,15.3,16.9
1999-05-16,108,19.4,13.6,26.3
1999-05-17,108,21.9,13.6,27.9
1999-05-18,108,17.1,12.5,22.3
1999-05-19,108,12.9,11.3,14.5
1999-05-20,108,16.2,11.4,21.7
1999-05-21,108,19.4,10.8,26.6
1999-05-22,108,20.6,15.5,26.7
1999-05-23,108,21.8,16.1,27.1
1999-05-24,108,15.4,12.4,20.3
1999-05-25,108,15.6,10.4,19.3
1999-05-26,108,15.8,12.7,17.5
1999-05-27,108,15.5,12.8,18.9
1999-05-28,108,15.9,11.2,21.5
1999-05-29,108,17.5,11.4,23.4
1999-05-30,108,20.3,11.7,27.6
1999-05-31,108,21.7,14.1,28.1
1999-06-01,108,19.8,18.2,21.1
1999-06-02,108,18.9,17.3,21.4
1999-06-03,108,21.7,15.8,27.1
1999-06-04,108,23.7,17.2,29.8
1999-06-05,108,25.7,20.4,31.6
1999-06-06,108,22,19.8,25.5
1999-06-07,108,22.9,17.8,27.9
1999-06-08,108,23.4,17.7,29.3
1999-06-09,108,23.8,16.7,30.6
1999-06-10,108,23.6,19.6,28.3
1999-06-11,108,22.6,17.8,28.9
1999-06-12,108,23.1,17.1,29.6
1999-06-13,108,23.8,17.8,29.9
1999-06-14,108,25.1,18.5,32
1999-06-15,108,23.8,21.3,29
1999-06-16,108,18.7,17.4,21.5
1999-06-17,108,20.7,16.2,24.4
1999-06-18,108,21.9,17.8,27
1999-06-19,108,21.6,17.3,26.8
1999-06-20,108,21.7,17.7,26.8
1999-06-21,108,23.6,18.2,30
1999-06-22,108,24.8,18.8,30.6
1999-06-23,108,20,17.4,23.6
1999-06-24,108,21.4,16.6,26
1999-06-25,108,23.3,19.4,28.7
1999-06-26,108,25.1,20,31
1999-06-27,108,25.3,20.7,30.9
1999-06-28,108,27.2,20.2,33.3
1999-06-29,108,27.6,23.4,33.6
1999-06-30,108,26,21.8,31.7
1999-07-01,108,25.9,21.3,30.2
1999-07-02,108,25.5,22.6,30
1999-07-03,108,25.7,20,31.2
1999-07-04,108,25.9,22.8,30.7
1999-07-05,108,26.1,21.1,31.5
1999-07-06,108,26.3,21.8,31.9
1999-07-07,108,26.2,22.4,32.1
1999-07-08,108,26.3,22.2,29.8
1999-07-09,108,23.5,20.7,26.2
1999-07-10,108,21.3,19,24.2
1999-07-11,108,24.4,18.8,30.2
1999-07-12,108,23.8,18.2,28.9
1999-07-13,108,26.1,20.4,30.9
1999-07-14,108,27.3,21.5,32.8
1999-07-15,108,23.5,19.4,27.4
1999-07-16,108,23.9,21.5,28.5
1999-07-17,108,24.8,22.5,29.2
1999-07-18,108,25.3,22.2,30.3
1999-07-19,108,26.8,22.9,31.9
1999-07-20,108,29.5,23.8,34.9
1999-07-21,108,28.6,25.6,32.8
1999-07-22,108,25.5,23.8,28.5
1999-07-23,108,26,23.7,28.8
1999-07-24,108,26.2,24,29.1
1999-07-25,108,26.8,23.5,30.6
1999-07-26,108,29.6,24.1,34.2
1999-07-27,108,28.7,27.4,30.6
1999-07-28,108,24.9,23.8,27.8
1999-07-29,108,25,22.5,27.1
1999-07-30,108,26.8,24.5,31.1
1999-07-31,108,25.4,24.5,27
1999-08-01,108,23.5,22.7,25
1999-08-02,108,20.8,19.6,23.4
1999-08-03,108,21,19.7,24.8
1999-08-04,108,23.9,19.7,28.4
1999-08-05,108,26.2,21.1,32.1
1999-08-06,108,28,22.6,33
1999-08-07,108,29.1,24.6,33.3
1999-08-08,108,29.8,25.5,33.1
1999-08-09,108,28.5,26.6,30.8
1999-08-10,108,29.9,25.4,34.4
1999-08-11,108,28.6,25.4,32.8
1999-08-12,108,29,25.2,33.4
1999-08-13,108,29.1,24.2,33.3
1999-08-14,108,29,24.8,33.6
1999-08-15,108,28.8,23.8,34.3
1999-08-16,108,28.8,23.3,34.2
1999-08-17,108,29.6,23.6,35.4
1999-08-18,108,26.8,21.9,31.3
1999-08-19,108,25.3,21.2,29.8
1999-08-20,108,25.2,22.4,28.6
1999-08-21,108,24.3,22.4,27.6
1999-08-22,108,23.6,20.5,26.7
1999-08-23,108,25.5,19.9,30.5
1999-08-24,108,24.6,21.3,29.7
1999-08-25,108,24.4,21.6,28.2
1999-08-26,108,24.9,21.3,29.6
1999-08-27,108,22.2,20.8,25.4
1999-08-28,108,23.9,19.5,28.4
1999-08-29,108,24.4,20.4,27.6
1999-08-30,108,23.6,20.6,28.9
1999-08-31,108,23.2,21.2,27.8
1999-09-01,108,24.9,20.2,30.1
1999-09-02,108,26,21.1,31.7
1999-09-03,108,26.8,21.8,31.8
1999-09-04,108,26.4,22,31.3
1999-09-05,108,22.8,20.8,25
1999-09-06,108,24.5,19.4,29.3
1999-09-07,108,24.7,22.3,28.5
1999-09-08,108,25.5,22.6,29.1
1999-09-09,108,26.2,23.6,29.4
1999-09-10,108,25.6,22.2,29.2
1999-09-11,108,25.6,23.7,29.1
1999-09-12,108,26.4,24.3,30.5
1999-09-13,108,25.8,21.4,32
1999-09-14,108,24.8,21.7,29.6
1999-09-15,108,23.9,19,29.4
1999-09-16,108,24.3,19.7,29.5
1999-09-17,108,24.3,21,29
1999-09-18,108,20.6,19.4,22.9
1999-09-19,108,21.5,18.6,25.1
1999-09-20,108,16.8,15.6,18.6
1999-09-21,108,16,12.8,18.5
1999-09-22,108,18.5,17.5,20
1999-09-23,108,19.3,16.9,21.1
1999-09-24,108,20.3,17.8,23.8
1999-09-25,108,20.1,15.1,24.6
1999-09-26,108,20,14.6,26.5
1999-09-27,108,21.2,15.8,27.3
1999-09-28,108,22.4,16.9,28.4
1999-09-29,108,21.2,18.4,24.3
1999-09-30,108,20.2,16.4,24.7
1999-10-01,108,18.9,17.1,20.8
1999-10-02,108,13.7,10.3,18.6
1999-10-03,108,13.3,7.2,19
1999-10-04,108,14.5,8.4,20.4
1999-10-05,108,16.3,12.4,21.7
1999-10-06,108,15.9,13.4,18.3
1999-10-07,108,17.1,14.3,21.5
1999-10-08,108,18,13.6,23.3
1999-10-09,108,18,13.8,23.7
1999-10-10,108,17,15,19.4
1999-10-11,108,17.4,15,22.4
1999-10-12,108,18.1,12.5,24
1999-10-13,108,17.8,14.2,20.4
1999-10-14,108,17.4,13.1,22.5
1999-10-15,108,15.3,8.1,20.5
1999-10-16,108,6.3,3.8,9.3
1999-10-17,108,7.1,1.5,11
1999-10-18,108,10,3.4,17
1999-10-19,108,11.7,5.4,18.6
1999-10-20,108,13.2,7,19.8
1999-10-21,108,14.6,11.8,19.7
1999-10-22,108,14.7,10.2,19.5
1999-10-23,108,15.1,11.3,20.7
1999-10-24,108,14.7,9.7,21.3
1999-10-25,108,14.8,8.8,21.2
1999-10-26,108,14.5,10,18.6
1999-10-27,108,15.5,10.6,21.6
1999-10-28,108,15.3,12.9,18
1999-10-29,108,8.7,5.2,14.3
1999-10-30,108,9.1,3.9,14.6
1999-10-31,108,8,5.7,11.4
1999-11-01,108,7.7,5,10.1
1999-11-02,108,6.6,2.7,11.4
1999-11-03,108,7,1.6,12
1999-11-04,108,9.2,2.1,14.9
1999-11-05,108,11.9,6.7,18.3
1999-11-06,108,12.4,7.5,18.3
1999-11-07,108,12.2,7,17.6
1999-11-08,108,12.8,8.4,18.6
1999-11-09,108,12.8,9.4,18.6
1999-11-10,108,11.6,7.8,14.9
1999-11-11,108,10.4,9.7,11.3
1999-11-12,108,11.6,9,15.4
1999-11-13,108,10.4,7.1,15.7
1999-11-14,108,10.8,3.8,17.9
1999-11-15,108,10,7,13.5
1999-11-16,108,7.1,2.9,11.6
1999-11-17,108,5.1,1,8
1999-11-18,108,5.9,2.3,9.6
1999-11-19,108,7.1,1.2,13.2
1999-11-20,108,8.9,6.1,13
1999-11-21,108,8.5,3.8,14.5
1999-11-22,108,9.9,5.7,15.4
1999-11-23,108,11.5,5.5,18.3
1999-11-24,108,10.9,5.9,15.7
1999-11-25,108,3.1,-1.6,11.3
1999-11-26,108,-3.6,-6.1,-0.3
1999-11-27,108,-0.6,-4.3,2.9
1999-11-28,108,-1.5,-3.6,1.4
1999-11-29,108,1.6,-3.1,5.7
1999-11-30,108,5.1,2,9.1
1999-12-01,108,2.6,-1,5.9
1999-12-02,108,5.4,1.1,11
1999-12-03,108,4.5,-0.9,10.5
1999-12-04,108,5.8,0.8,10.1
1999-12-05,108,3.6,0.7,7.3
1999-12-06,108,0.5,-1.9,3.6
1999-12-07,108,2.4,-3.3,6.1
1999-12-08,108,6.4,3,8.5
1999-12-09,108,5.8,2.7,8.7
1999-12-10,108,5.2,0.7,12
1999-12-11,108,0,-2.5,3.4
1999-12-12,108,0.4,-5,5.7
1999-12-13,108,0.9,-1.7,3.5
1999-12-14,108,0.1,-4.9,4.3
1999-12-15,108,1.6,-0.9,4.8
1999-12-16,108,3,-0.8,8.2
1999-12-17,108,-3.8,-6.4,-0.8
1999-12-18,108,-5.8,-8.2,-1.9
1999-12-19,108,-7.1,-9.6,-3.8
1999-12-20,108,-8.5,-11.3,-5.2
1999-12-21,108,-7.2,-11.5,-2.9
1999-12-22,108,-4.8,-8.7,-0.5
1999-12-23,108,-2.1,-7.4,2
1999-12-24,108,0.1,-1.5,2.3
1999-12-25,108,-3,-4.9,-0.1
1999-12-26,108,-3.3,-8.1,1.8
1999-12-27,108,0.7,-4.5,5.9
1999-12-28,108,3.4,-0.4,6.6
1999-12-29,108,0.2,-4.3,5.2
1999-12-30,108,1.7,-3.5,7.7
1999-12-31,108,3.5,0,7.3
