날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1996-06-18,108,19.7,15.1,26
1996-06-19,108,21.9,18.5,28
1996-06-20,108,20.8,19.6,23.6
1996-06-21,108,22.1,19.5,26.1
1996-06-22,108,22.9,21,26.6
1996-06-23,108,22.9,20.3,27.1
1996-06-24,108,21.1,19.3,22.2
1996-06-25,108,22,18.4,25.7
1996-06-26,108,22.8,18.2,27.4
1996-06-27,108,20.3,19.1,21
1996-06-28,108,20.4,18.5,22
1996-06-29,108,21.4,18.7,24.4
1996-06-30,108,20.4,18.2,22.4
1996-07-01,108,22,18.8,28.3
1996-07-02,108,22.3,20.1,25.2
1996-07-03,108,24,19.7,29.2
1996-07-04,108,22.4,20.6,24.3
1996-07-05,108,24,18.9,29.3
1996-07-06,108,22.1,20.7,24.4
1996-07-07,108,23,19.4,28.1
1996-07-08,108,22.8,16.8,28
1996-07-09,108,23.2,16.6,29.2
1996-07-10,108,23.8,17.9,28.9
1996-07-11,108,24.7,19.6,28.4
1996-07-12,108,24.7,21.5,29.5
1996-07-13,108,23,20.4,26.6
1996-07-14,108,22.9,21.1,26
1996-07-15,108,22.6,21.2,25.9
1996-07-16,108,21.7,19.6,25
1996-07-17,108,22.8,20.2,27.3
1996-07-18,108,27.9,22.5,33.5
1996-07-19,108,26.5,24.1,31.5
1996-07-20,108,24.7,22.9,25.6
1996-07-21,108,24.7,23.7,27.8
1996-07-22,108,23.7,22.1,26
1996-07-23,108,25.8,22,30.4
1996-07-24,108,26.7,22.7,29.1
1996-07-25,108,27.4,25.3,30.4
1996-07-26,108,23.6,21.8,27
1996-07-27,108,24.2,22.3,26.3
1996-07-28,108,24.4,21.5,29
1996-07-29,108,27.6,24.9,31.5
1996-07-30,108,27.7,25.2,31.5
1996-07-31,108,28.8,23.7,34.6
1996-08-01,108,29.8,24.5,35.4
1996-08-02,108,29.7,25.4,33.6
1996-08-03,108,29.5,26.6,33.9
1996-08-04,108,27.8,25.5,31.2
1996-08-05,108,28.1,24.8,32.6
1996-08-06,108,28.4,25.3,32
1996-08-07,108,27.9,26.5,30.3
1996-08-08,108,27.2,25.2,30.8
1996-08-09,108,28.3,25.2,33.1
1996-08-10,108,27.5,25,30.8
1996-08-11,108,28.8,26.1,32.8
1996-08-12,108,28,24.1,31.6
1996-08-13,108,26.7,23.7,31.2
1996-08-14,108,28.7,24.8,33
1996-08-15,108,26.3,24,29.5
1996-08-16,108,26.1,23,29.9
1996-08-17,108,26.8,22.6,31.3
1996-08-18,108,27.9,23.8,32.5
1996-08-19,108,27.8,23.2,32.9
1996-08-20,108,27.8,24.3,32.3
1996-08-21,108,28.2,24.6,32.8
1996-08-22,108,26.6,24.6,29.8
1996-08-23,108,23.4,20.7,26.6
1996-08-24,108,23.9,19.5,28.9
1996-08-25,108,20.4,18.6,22.4
1996-08-26,108,19.1,18,20
1996-08-27,108,19.1,17.8,20.9
1996-08-28,108,20.2,17.6,23
1996-08-29,108,22.5,18,27.4
1996-08-30,108,21.5,18.9,23.8
1996-08-31,108,23.1,19.4,28.1
1996-09-01,108,23.7,17.8,29.5
1996-09-02,108,23.9,17.2,30.9
1996-09-03,108,23.7,19.5,28.5
1996-09-04,108,22.2,20,25.9
1996-09-05,108,21,18.2,24.3
1996-09-06,108,22.7,18.4,27.3
1996-09-07,108,22.8,17.1,29.3
1996-09-08,108,23.5,18.8,28.7
1996-09-09,108,22.1,18.8,27.2
1996-09-10,108,22.6,17.6,28.3
1996-09-11,108,23.3,19.2,29
1996-09-12,108,22.9,18.3,28.4
1996-09-13,108,22.4,17.8,27.9
1996-09-14,108,22.8,17.9,28.6
1996-09-15,108,23.7,18.7,30.1
1996-09-16,108,22.6,18.7,27.9
1996-09-17,108,22.1,17.8,26.4
1996-09-18,108,22.6,17.9,27.2
1996-09-19,108,21.5,18.6,25.6
1996-09-20,108,20.5,16.7,25.1
1996-09-21,108,18.6,11.6,25.6
1996-09-22,108,19.4,12.8,26.4
1996-09-23,108,21.3,16.4,27
1996-09-24,108,22.9,19.9,27.1
1996-09-25,108,22.4,18.8,28.6
1996-09-26,108,21.2,18.1,25.7
1996-09-27,108,21.5,16.9,27.4
1996-09-28,108,18.4,16.4,20.8
1996-09-29,108,20.1,16.1,26.7
1996-09-30,108,20.9,13.9,27.8
1996-10-01,108,19,15.3,22.7
1996-10-02,108,15.1,14.3,17.6
1996-10-03,108,16.4,14.4,21.5
1996-10-04,108,17.4,12.3,23.8
1996-10-05,108,17.6,13.3,23.6
1996-10-06,108,16.3,13,17.9
1996-10-07,108,13.9,10,18.1
1996-10-08,108,13.6,8,18.9
1996-10-09,108,14.6,11.1,19.2
1996-10-10,108,14.4,8,21.3
1996-10-11,108,16,9.5,23
1996-10-12,108,17.9,14,23.3
1996-10-13,108,16.5,11.3,21.9
1996-10-14,108,16.3,11.6,21.7
1996-10-15,108,12.4,9.2,17.4
1996-10-16,108,11.2,5.9,17.1
1996-10-17,108,11,7.2,15.1
1996-10-18,108,13.5,8.9,18.3
1996-10-19,108,13.7,8.8,19.4
1996-10-20,108,13.9,9.6,19.6
1996-10-21,108,14.8,10,20.5
1996-10-22,108,15.6,10.1,22.6
1996-10-23,108,16.8,11.5,22.8
1996-10-24,108,15.2,13.8,16.5
1996-10-25,108,13.8,7.7,16.4
1996-10-26,108,5.8,1.2,11
1996-10-27,108,6.8,-0.4,14.2
1996-10-28,108,10.7,4.5,16.4
1996-10-29,108,16.5,11.6,21.7
1996-10-30,108,17.1,12.6,19.9
1996-10-31,108,15.2,12.2,18.5
1996-11-01,108,12,10.6,14
1996-11-02,108,11.3,7.9,15.6
1996-11-03,108,9.9,4.9,16.3
1996-11-04,108,11.1,7,14.9
1996-11-05,108,13.5,10.7,15.9
1996-11-06,108,7.8,3,12.6
1996-11-07,108,7.1,3.9,10.2
1996-11-08,108,8.9,4.2,12.9
1996-11-09,108,10,8.1,13.5
1996-11-10,108,10.6,6.2,16.2
1996-11-11,108,12.6,8.1,18.8
1996-11-12,108,7.9,5.6,11.2
1996-11-13,108,6.1,2.1,11.3
1996-11-14,108,3.5,0.7,7.3
1996-11-15,108,2.1,-1.1,6.2
1996-11-16,108,1.8,-2.4,6.1
1996-11-17,108,3.1,0.9,4.7
1996-11-18,108,4.7,0.7,8.8
1996-11-19,108,5.2,0.7,10.4
1996-11-20,108,7.4,3.9,11
1996-11-21,108,5.6,0.6,9.7
1996-11-22,108,2.5,-0.9,7.3
1996-11-23,108,2.5,0.6,5.5
1996-11-24,108,5,2.3,8.4
1996-11-25,108,6.1,0.5,12.8
1996-11-26,108,7.9,4.8,10.9
1996-11-27,108,2.9,-3.4,8.2
1996-11-28,108,-0.8,-5.8,4.5
1996-11-29,108,-0.1,-3.6,2.4
1996-11-30,108,-4.1,-8,0.8
1996-12-01,108,-7.7,-10.5,-4.2
1996-12-02,108,-4.1,-9,1.5
1996-12-03,108,-0.4,-5.3,5.4
1996-12-04,108,2.9,1.4,4.2
1996-12-05,108,-1.2,-7,3.7
1996-12-06,108,-5.5,-9,-2.1
1996-12-07,108,-3.6,-6.9,-0.5
1996-12-08,108,2.1,-3.6,8.3
1996-12-09,108,4.1,1.7,8.1
1996-12-10,108,4.4,1.1,8.1
1996-12-11,108,3.9,0.6,8.4
1996-12-12,108,2.6,-2.3,8.1
1996-12-13,108,5.2,0.9,10.3
1996-12-14,108,7.1,4.1,11.5
1996-12-15,108,6.9,3.5,12.7
1996-12-16,108,8,5,12.6
1996-12-17,108,5,-3.6,8
1996-12-18,108,-5.1,-7.5,-2.5
1996-12-19,108,-2.8,-5.5,1
1996-12-20,108,-0.9,-6.1,4.4
1996-12-21,108,3.8,0,8.3
1996-12-22,108,4.1,-1.3,6.8
1996-12-23,108,-2.6,-6.3,2.2
1996-12-24,108,3.7,-1.3,8.7
1996-12-25,108,4,-0.2,7.8
1996-12-26,108,1.6,-2.8,7.8
1996-12-27,108,3.1,-1.5,8.7
1996-12-28,108,1.7,-1.5,6.5
1996-12-29,108,2,-2.3,7.6
1996-12-30,108,2.8,-1.7,7.3
1996-12-31,108,3.8,0.3,7
