날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1992-12-16,108,0.5,-1.3,4.1
1992-12-17,108,-0.2,-4.1,3.7
1992-12-18,108,-0.5,-4.2,4
1992-12-19,108,1.5,-2.5,5.4
1992-12-20,108,7.3,2.4,13
1992-12-21,108,3.7,-2,8.8
1992-12-22,108,-1.2,-5.2,2.2
1992-12-23,108,-6.7,-9.7,-3.7
1992-12-24,108,-5.6,-8.2,-2
1992-12-25,108,-4.5,-9,0.8
1992-12-26,108,-0.4,-5.5,4.3
1992-12-27,108,2.7,0.6,4.5
1992-12-28,108,3.7,2.6,4.1
1992-12-29,108,0.5,-1.8,2.9
1992-12-30,108,1.4,-1.1,5.4
1992-12-31,108,-0.8,-3.7,2.6
