날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1990-03-15,108,5.8,4.2,7.7
1990-03-16,108,5.4,1.7,11.1
1990-03-17,108,2.6,1,4.9
1990-03-18,108,4.2,0.1,10.1
1990-03-19,108,6.4,2.2,11.8
1990-03-20,108,7.5,5.7,10.1
1990-03-21,108,10.1,3.6,18.8
1990-03-22,108,13.2,8,18.4
1990-03-23,108,13.7,12.1,17.4
1990-03-24,108,8.4,4.3,13.3
1990-03-25,108,8.3,3.7,14.5
1990-03-26,108,9.2,2.1,16.3
1990-03-27,108,9.7,5.7,13.6
1990-03-28,108,7.9,6.7,9
1990-03-29,108,8.6,7.3,10
1990-03-30,108,9.3,7.9,10.8
1990-03-31,108,8.5,6.8,12.1
1990-04-01,108,8.9,4.8,15.2
1990-04-02,108,10.7,5.2,18.4
1990-04-03,108,7.8,3.4,11
1990-04-04,108,5.2,1.6,9.6
1990-04-05,108,7.5,2.3,12.5
1990-04-06,108,10.2,4.3,15
1990-04-07,108,8.3,5.5,9.8
1990-04-08,108,9,5.2,13.1
1990-04-09,108,11.7,4.4,19.5
1990-04-10,108,14.9,8.4,22.2
1990-04-11,108,18.4,8.9,26.3
1990-04-12,108,15,12.2,19.5
1990-04-13,108,7.5,5.6,12.2
1990-04-14,108,5.8,3.9,7.1
1990-04-15,108,8.9,6.2,12.8
1990-04-16,108,9.4,6,14
1990-04-17,108,9.9,4.6,15.5
1990-04-18,108,11.4,5.8,16.8
1990-04-19,108,13,5.9,19.5
1990-04-20,108,13.9,11.1,17.6
1990-04-21,108,14.2,8.9,20.8
1990-04-22,108,13,10.4,15.4
1990-04-23,108,9.7,7,11.4
1990-04-24,108,10,4.7,15
1990-04-25,108,11,5.7,15.5
1990-04-26,108,11.7,8.5,15.7
1990-04-27,108,12.4,6.2,20.5
1990-04-28,108,13.6,12.3,16.3
1990-04-29,108,16,9.4,23.5
1990-04-30,108,18.8,11.7,26.1
1990-05-01,108,15.4,8.8,18.9
1990-05-02,108,10.4,7.4,14.8
1990-05-03,108,11.4,9.2,12.8
1990-05-04,108,10.7,8.4,12.8
1990-05-05,108,12.5,7.2,18.4
1990-05-06,108,15.3,9.3,21.7
1990-05-07,108,15.3,12.7,22.7
1990-05-08,108,14.2,11.2,18
1990-05-09,108,18,11.2,27.1
1990-05-10,108,20.3,16,25.8
1990-05-11,108,16.1,14.6,18.3
1990-05-12,108,17.8,14.4,24.6
1990-05-13,108,16.1,14.7,18.9
1990-05-14,108,16.9,13.8,24.1
1990-05-15,108,17.6,10.5,24.9
1990-05-16,108,17.9,12.6,23.4
1990-05-17,108,16.8,13.4,22.7
1990-05-18,108,13.7,12.4,16
1990-05-19,108,17,12.2,22.4
1990-05-20,108,15.7,12.8,19.5
1990-05-21,108,14.6,11.9,18.2
1990-05-22,108,14.9,11.7,19.1
1990-05-23,108,16.1,9.8,23.1
1990-05-24,108,16.2,11.3,21.4
1990-05-25,108,16.6,11.3,22.3
1990-05-26,108,18.4,11.8,24.9
1990-05-27,108,19.1,13.2,25
1990-05-28,108,19.7,15.6,24.9
1990-05-29,108,20.8,17.4,24.2
1990-05-30,108,19.6,16.9,22.2
1990-05-31,108,16.1,13.3,18.2
1990-06-01,108,15,13.4,17.1
1990-06-02,108,17.5,13.8,23.5
1990-06-03,108,20.2,13.7,26.2
1990-06-04,108,21.8,16.1,28.4
1990-06-05,108,20.7,15.3,26.4
1990-06-06,108,22.8,16.5,28.8
1990-06-07,108,24,19.1,29
1990-06-08,108,19.3,16.4,22.1
1990-06-09,108,16.9,15.5,18.8
1990-06-10,108,19.1,15.6,23.7
1990-06-11,108,19.6,17.6,23.1
1990-06-12,108,20.7,17.6,25.5
1990-06-13,108,22.5,16.6,29.1
1990-06-14,108,22.6,20.5,25.4
1990-06-15,108,20.7,18.3,26.4
1990-06-16,108,21,16.9,26.4
1990-06-17,108,22.9,17.6,29.4
1990-06-18,108,20.7,17.9,24.2
1990-06-19,108,21.5,19.8,22.8
1990-06-20,108,20.8,19.1,23
1990-06-21,108,19.8,17.9,21.2
1990-06-22,108,20,17.5,22.5
1990-06-23,108,22.6,20.3,25.1
1990-06-24,108,22.8,20.3,24.6
1990-06-25,108,21.9,19.9,24.3
1990-06-26,108,20.3,18.5,21.6
1990-06-27,108,20.3,17.3,23.1
1990-06-28,108,21.6,18.8,24
1990-06-29,108,20.7,16.3,24.9
1990-06-30,108,22,18.1,26.8
1990-07-01,108,21.7,16.7,27.4
1990-07-02,108,19.7,18.4,21.2
1990-07-03,108,19.5,18,22.3
1990-07-04,108,21.2,17.6,26.3
1990-07-05,108,23.9,18.6,28.6
1990-07-06,108,25.2,22.2,27.8
1990-07-07,108,26.5,24.1,29.6
1990-07-08,108,27.1,23.8,31.3
1990-07-09,108,27.2,23.2,32.3
1990-07-10,108,27.4,24.2,31.3
1990-07-11,108,25,23.1,26.2
1990-07-12,108,25.4,21.2,31.4
1990-07-13,108,23.3,20.1,27.3
1990-07-14,108,22.6,21.4,24
1990-07-15,108,23.3,20.3,27.7
1990-07-16,108,24.6,22.6,28.2
1990-07-17,108,23.3,21.6,26.4
1990-07-18,108,24,22.2,25.3
1990-07-19,108,25.5,21.5,29.4
1990-07-20,108,25,23.2,28.3
1990-07-21,108,25,22.3,25.7
1990-07-22,108,25.7,21.8,28.7
1990-07-23,108,25.1,23.3,26.7
1990-07-24,108,24.5,21.6,26.6
1990-07-25,108,24.7,21.3,29
1990-07-26,108,25.6,24.3,28.9
1990-07-27,108,27,24.1,29.3
1990-07-28,108,28.2,25.5,32
1990-07-29,108,28.9,23.7,34.2
1990-07-30,108,28.7,25.7,33.5
1990-07-31,108,28.1,24.6,33.2
1990-08-01,108,28.2,24.4,33
1990-08-02,108,28.8,24.8,33.9
1990-08-03,108,28.7,25.3,33.4
1990-08-04,108,28.1,23.8,32.9
1990-08-05,108,28.5,24.2,33.7
1990-08-06,108,29.2,24.8,34.3
1990-08-07,108,29.9,24.9,35.5
1990-08-08,108,26.8,24.3,33.7
1990-08-09,108,26.8,23,32
1990-08-10,108,25.8,23.2,31.1
1990-08-11,108,25.9,22,31.1
1990-08-12,108,27.2,22.4,32.8
1990-08-13,108,27.9,23.1,33.3
1990-08-14,108,25.5,23.8,27.8
1990-08-15,108,26.4,22.6,31.4
1990-08-16,108,23.9,20.4,27.7
1990-08-17,108,24.6,18.5,30.6
1990-08-18,108,25.5,21.6,30.2
1990-08-19,108,25,24,26
1990-08-20,108,24.4,23.5,25.3
1990-08-21,108,23.8,22.8,24.6
1990-08-22,108,26.4,21.5,31.6
1990-08-23,108,24.6,21.2,29.1
1990-08-24,108,25.5,22.2,30.3
1990-08-25,108,25.3,21.1,30
1990-08-26,108,25.6,21.9,30.4
1990-08-27,108,26.9,23,31.7
1990-08-28,108,26.8,22.9,31.8
1990-08-29,108,26.6,22.6,31
1990-08-30,108,26.4,21.2,31.9
1990-08-31,108,22.7,20.6,25.1
1990-09-01,108,20.3,18.8,21.4
1990-09-02,108,25.5,20.5,31.1
1990-09-03,108,22.5,19.4,27
1990-09-04,108,23,19.1,27.1
1990-09-05,108,24,19.7,28.2
1990-09-06,108,23.5,21.6,25.9
1990-09-07,108,25.5,20.1,30.8
1990-09-08,108,25.2,22.6,28.3
1990-09-09,108,23.5,21.4,27
1990-09-10,108,22.1,17.6,23.8
1990-09-11,108,18.2,17.1,18.8
1990-09-12,108,21.6,16.8,27
1990-09-13,108,21.8,17.8,27.2
1990-09-14,108,20.3,18.2,23.2
1990-09-15,108,20.6,16.2,25.6
1990-09-16,108,20.3,14.4,26.3
1990-09-17,108,18.8,14.2,23.6
1990-09-18,108,16.4,10.9,21.8
1990-09-19,108,18,10.2,25.9
1990-09-20,108,19.4,13.4,25.7
1990-09-21,108,20.3,15.1,26.5
1990-09-22,108,21.1,15.7,26.3
1990-09-23,108,20.2,17.4,23.9
1990-09-24,108,19.8,16.3,24
1990-09-25,108,20.1,15,25.5
1990-09-26,108,20.3,15.8,26.3
1990-09-27,108,19.3,15.5,23.8
1990-09-28,108,20.4,16.2,25.7
1990-09-29,108,20.8,14.8,27.1
1990-09-30,108,20.8,17,25.3
1990-10-01,108,18.8,14.2,23.4
1990-10-02,108,16.7,10.4,23.1
1990-10-03,108,16.6,10.7,23.2
1990-10-04,108,18.6,13.1,24
1990-10-05,108,18.5,12.3,25.3
1990-10-06,108,20.1,14,27.1
1990-10-07,108,20,14.7,26.1
1990-10-08,108,17.4,12,22
1990-10-09,108,12,7.4,18.1
1990-10-10,108,12.6,6.2,19.7
1990-10-11,108,14,10.3,18.9
1990-10-12,108,14.6,8.6,21.4
1990-10-13,108,16.4,11.9,22.4
1990-10-14,108,17.4,13.4,22.7
1990-10-15,108,17.7,14.7,22.4
1990-10-16,108,17.1,11.4,22
1990-10-17,108,11.7,8,16.4
1990-10-18,108,12.2,6.1,18.2
1990-10-19,108,14.4,7.6,20.7
1990-10-20,108,15.1,10.9,21.8
1990-10-21,108,15.9,9.4,23.5
1990-10-22,108,17.5,11.9,23.5
1990-10-23,108,16.4,10.7,22.6
1990-10-24,108,15.2,9.9,19.5
1990-10-25,108,14.2,11.3,18.1
1990-10-26,108,12.2,8.2,17.1
1990-10-27,108,12.1,6.5,18.6
1990-10-28,108,12.8,7.2,19.1
1990-10-29,108,13.4,8.6,19.7
1990-10-30,108,14,8.8,20.6
1990-10-31,108,13.3,8.3,19.6
1990-11-01,108,13.3,8.7,19.1
1990-11-02,108,14.4,9.9,19.5
1990-11-03,108,14.3,11.2,17.7
1990-11-04,108,14.4,9.4,21.9
1990-11-05,108,12.7,10,17.8
1990-11-06,108,10.7,8.4,12.7
1990-11-07,108,10.5,7.2,14.1
1990-11-08,108,9.3,4.8,13.2
1990-11-09,108,6.6,-0.5,10.9
1990-11-10,108,-1.5,-4.1,1.3
1990-11-11,108,3.6,-3.2,11.7
1990-11-12,108,11.3,5.4,17.5
1990-11-13,108,12.8,9.6,16.2
1990-11-14,108,14.1,9.8,18.5
1990-11-15,108,14.9,12.3,19.5
1990-11-16,108,12.7,9.4,16.9
1990-11-17,108,13.6,8.1,19.1
1990-11-18,108,15.2,13.8,18
1990-11-19,108,13.8,12.9,15.2
1990-11-20,108,7.7,-2.1,13.4
1990-11-21,108,-0.6,-4.9,2.9
1990-11-22,108,5.2,1.7,9.2
1990-11-23,108,6.5,1.8,11.7
1990-11-24,108,6.8,1.1,11.8
1990-11-25,108,9,6.2,12.7
1990-11-26,108,7.1,2.9,10.2
1990-11-27,108,9,3.6,16.1
1990-11-28,108,10.2,4.1,17.8
1990-11-29,108,12,8.9,16.4
1990-11-30,108,10.7,8.2,14.4
1990-12-01,108,2.2,-2.5,9
1990-12-02,108,-3.8,-5.6,-1.8
1990-12-03,108,-2.3,-6.8,2.3
1990-12-04,108,2,-2.5,7.4
1990-12-05,108,6.5,2.3,11.1
1990-12-06,108,8.5,4,12.8
1990-12-07,108,11.1,7.8,13.7
1990-12-08,108,11.3,9.8,13.8
1990-12-09,108,10.5,8.4,13.6
1990-12-10,108,8.7,5.8,11.7
1990-12-11,108,0.3,-3.4,5.8
1990-12-12,108,-0.3,-4.1,3.6
1990-12-13,108,1,-2.3,3.8
1990-12-14,108,1.6,-3.4,4.5
1990-12-15,108,-2.6,-6,0.9
1990-12-16,108,-0.1,-3.5,3.5
1990-12-17,108,-0.4,-3.3,1.9
1990-12-18,108,0.1,-2.5,3
1990-12-19,108,-1,-5.1,4.1
1990-12-20,108,1.2,-2.6,6.1
1990-12-21,108,4.3,0.7,9
1990-12-22,108,1.6,-3.2,5.3
1990-12-23,108,-3.5,-6.4,-0.8
1990-12-24,108,-3.7,-8.4,1.4
1990-12-25,108,-1.2,-5.8,2.6
1990-12-26,108,-9.2,-11.8,-5.8
1990-12-27,108,-9,-12.9,-4.8
1990-12-28,108,-5.6,-9.8,-1.2
1990-12-29,108,-4.3,-8,0.4
1990-12-30,108,-2.3,-7.7,3.7
1990-12-31,108,1.7,-3.4,8.8
