날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1930-06-17,108,20.9,13.3,29.2
1930-06-18,108,21,16.7,26.7
1930-06-19,108,20.9,17.2,27.9
1930-06-20,108,20.9,15.6,27.2
1930-06-21,108,20.8,15.9,25
1930-06-22,108,21.8,18,28
1930-06-23,108,23.2,16.2,32.1
1930-06-24,108,23.8,18.9,30
1930-06-25,108,22.6,19.5,27.4
1930-06-26,108,22.8,16,31.1
1930-06-27,108,24.7,17.5,34
1930-06-28,108,24.6,21.2,30.3
1930-06-29,108,25,17.9,33.1
1930-06-30,108,21.1,19,23.5
1930-07-01,108,23.1,19.5,26.4
1930-07-02,108,25.2,20.7,31
1930-07-03,108,27,22.1,33.9
1930-07-04,108,23.8,22.3,26.1
1930-07-05,108,22.4,21.3,23.9
1930-07-06,108,25.3,20.7,31.9
1930-07-07,108,23.9,20.9,27.6
1930-07-08,108,21.3,20,22.1
1930-07-09,108,23.3,20.6,24.6
1930-07-10,108,23,21.6,24.5
1930-07-11,108,25.6,20.9,32
1930-07-12,108,23.9,22.2,25.2
1930-07-13,108,24.2,20.4,25.9
1930-07-14,108,22.6,20.2,25.6
1930-07-15,108,25.7,19.2,31.2
1930-07-16,108,26.9,24.9,28.6
1930-07-17,108,26.5,24,31.8
1930-07-18,108,25.7,22.4,29.1
1930-07-19,108,22.8,20.5,26.5
1930-07-20,108,26.4,21.6,32.6
1930-07-21,108,27.2,22.6,32.8
1930-07-22,108,27.2,23.4,31.8
1930-07-23,108,25.8,24.5,27.5
1930-07-24,108,25.9,23,27.9
1930-07-25,108,27.9,24.7,33.1
1930-07-26,108,28.9,24.4,35.2
1930-07-27,108,27.6,22.8,33.5
1930-07-28,108,27.3,23.7,32.7
1930-07-29,108,28,24.7,33.4
1930-07-30,108,27.3,23.5,33.2
1930-07-31,108,28.7,23.9,34.8
1930-08-01,108,28.2,21.4,36.1
1930-08-02,108,29.3,22.3,36.7
1930-08-03,108,28.7,23.9,35.2
1930-08-04,108,27.2,21.9,33.7
1930-08-05,108,27.7,22.4,33.5
1930-08-06,108,29.1,24.5,35.4
1930-08-07,108,29.2,25.2,36
1930-08-08,108,29.6,24.5,36
1930-08-09,108,29.7,24.5,36.5
1930-08-10,108,30.4,24.9,37.1
1930-08-11,108,30.7,25.4,37.4
1930-08-12,108,30.4,25.3,36.9
1930-08-13,108,30.1,26.7,36.5
1930-08-14,108,29.1,25.5,35
1930-08-15,108,24.4,19.3,27.4
1930-08-16,108,24.8,20.2,31.2
1930-08-17,108,26.5,22,32
1930-08-18,108,25.6,22.9,30.2
1930-08-19,108,24.9,20,30.5
1930-08-20,108,26.3,21.7,31.7
1930-08-21,108,23,21.2,26
1930-08-22,108,24.1,21.4,28.7
1930-08-23,108,24.9,21.2,30.7
1930-08-24,108,22.4,20.1,28
1930-08-25,108,24.1,19,31.1
1930-08-26,108,25.4,20.4,31.2
1930-08-27,108,24.3,22.5,28.5
1930-08-28,108,24.8,21.3,28.4
1930-08-29,108,20.5,18.7,24.2
1930-08-30,108,21.5,16.4,27.6
1930-08-31,108,22.4,16.9,27.4
1930-09-01,108,23.2,20.4,26.7
1930-09-02,108,22.4,16.7,27.6
1930-09-03,108,22,19.9,24
1930-09-04,108,19.2,18,22.6
1930-09-05,108,22.1,17.8,28.3
1930-09-06,108,23.4,16.6,28.7
1930-09-07,108,22.4,17,29.1
1930-09-08,108,22.5,17,28.8
1930-09-09,108,22.8,18.7,26.1
1930-09-10,108,21.9,17.8,27.6
1930-09-11,108,19.8,15.3,27
1930-09-12,108,18.3,12.1,25.6
1930-09-13,108,20.5,14.9,25.7
1930-09-14,108,20.5,15,26.9
1930-09-15,108,19,15.2,23.5
1930-09-16,108,19.3,13,26.7
1930-09-17,108,18.8,11.8,27.1
1930-09-18,108,17,9.6,25.4
1930-09-19,108,17.6,10.3,26
1930-09-20,108,18.5,11.2,27.1
1930-09-21,108,18.8,11.5,26
1930-09-22,108,16.2,12.5,23.3
1930-09-23,108,14.6,7.6,21.2
1930-09-24,108,15.9,8,23.8
1930-09-25,108,18.7,12.1,25.7
1930-09-26,108,20.5,15.4,26.5
1930-09-27,108,16.8,12.8,20.6
1930-09-28,108,16.9,10.3,23.7
1930-09-29,108,17.2,12.5,24.4
1930-09-30,108,17.6,12.1,25.1
1930-10-01,108,15.3,13.4,17.3
1930-10-02,108,12.6,10.1,16.8
1930-10-03,108,12.7,9.1,16
1930-10-04,108,12.1,7.4,19.5
1930-10-05,108,14.3,5.9,22.9
1930-10-06,108,16.8,11.1,25
1930-10-07,108,17,12.1,25.1
1930-10-08,108,16,8.3,25.3
1930-10-09,108,17,9.8,25.5
1930-10-10,108,17.6,11.4,24
1930-10-11,108,11.6,6.5,18
1930-10-12,108,12.8,5.6,20.6
1930-10-13,108,13.1,5.7,20.2
1930-10-14,108,14.6,7.9,22.5
1930-10-15,108,13.6,8.4,20.7
1930-10-16,108,13.4,5.4,22.5
1930-10-17,108,13,6.1,20.9
1930-10-18,108,14.7,6,23.6
1930-10-19,108,12.9,11.7,15.3
1930-10-20,108,14.1,10.1,18.1
1930-10-21,108,11.4,3.8,21
1930-10-22,108,11.7,4.4,21.4
1930-10-23,108,12,4.9,20.2
1930-10-24,108,14.7,6.1,22.1
1930-10-25,108,16.6,9.9,24.4
1930-10-26,108,14.7,8.3,23
1930-10-27,108,13.5,8.4,21.5
1930-10-28,108,11.9,7.4,17.1
1930-10-29,108,13.4,6.1,20
1930-10-30,108,14.9,9.3,20.5
1930-10-31,108,13.5,7.7,17.9
1930-11-01,108,8.6,3.9,14.4
1930-11-02,108,4.1,-0.8,8.3
1930-11-03,108,2,-1.1,4.9
1930-11-04,108,1.5,-3.3,6.2
1930-11-05,108,4.1,-1.4,11.1
1930-11-06,108,8.3,2.5,11.8
1930-11-07,108,11.5,7.4,16.8
1930-11-08,108,10.7,4.8,14.9
1930-11-09,108,9.7,5.9,16.8
1930-11-10,108,3.9,0.4,9.3
1930-11-11,108,-0.6,-5.6,4.5
1930-11-12,108,-3.8,-8.5,0.3
1930-11-13,108,-1.4,-7.1,4.4
1930-11-14,108,2.5,-4,8.5
1930-11-15,108,1.3,-4.3,4.4
1930-11-16,108,1.2,-1.8,5.7
1930-11-17,108,0.3,-4.4,2.6
1930-11-18,108,4.5,-1.5,8.9
1930-11-19,108,8.7,3.9,14.9
1930-11-20,108,5.8,3.1,8.9
1930-11-21,108,5,2.5,7.8
1930-11-22,108,0.5,-1.6,3.5
1930-11-23,108,-0.5,-4.4,2.9
1930-11-24,108,-1.9,-5.2,2
1930-11-25,108,-0.7,-6.7,5.1
1930-11-26,108,0.8,-3.6,4.5
1930-11-27,108,0.5,-4.4,6.5
1930-11-28,108,-0.6,-6.6,4.3
1930-11-29,108,4.4,0.2,6.3
1930-11-30,108,3.1,-2.8,7.7
1930-12-01,108,-4.2,-7.7,-2
1930-12-02,108,-2.8,-6.6,1.4
1930-12-03,108,-4.3,-9.7,0.6
1930-12-04,108,-3.4,-10.8,2.9
1930-12-05,108,0.4,-6.8,7.5
1930-12-06,108,1.3,-5.1,8.9
1930-12-07,108,1.5,-4.8,8.4
1930-12-08,108,3.3,-1.5,10
1930-12-09,108,2.2,-3.6,9.5
1930-12-10,108,0.8,-3.9,5.9
1930-12-11,108,1.4,-3.1,6.5
1930-12-12,108,0.6,-2.4,3
1930-12-13,108,-2.1,-5.2,0.9
1930-12-14,108,-2,-7,1.8
1930-12-15,108,-1.6,-11,2.5
1930-12-16,108,-2.3,-5.9,3.5
1930-12-17,108,-0.5,-8.2,2.7
1930-12-18,108,5.4,0.2,8.2
1930-12-19,108,5.9,2.1,11
1930-12-20,108,2.2,-0.2,6
1930-12-21,108,-1.4,-4.3,1.3
1930-12-22,108,-6.9,-10.6,-3.3
1930-12-23,108,-5.3,-11.3,-2.4
1930-12-24,108,-3,-7.7,-0.1
1930-12-25,108,-3.3,-9.4,-0.1
1930-12-26,108,-0.7,-7.3,3.2
1930-12-27,108,4.2,-0.7,10.5
1930-12-28,108,2.8,-0.5,7.4
1930-12-29,108,-2.7,-5.8,1.4
1930-12-30,108,-6.2,-10,-2
1930-12-31,108,-5.9,-12.5,-0.5
