날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1993-02-14,108,1.1,-3.8,7.8
1993-02-15,108,2.4,-2.7,7.2
1993-02-16,108,3.6,1.8,4.6
1993-02-17,108,3.6,1,6.8
1993-02-18,108,2.1,-1.6,6.6
1993-02-19,108,2.6,-2.2,8.2
1993-02-20,108,4.7,-0.2,9.4
1993-02-21,108,4.6,2.7,5.9
1993-02-22,108,-1.6,-5.6,4.1
1993-02-23,108,-5.6,-7.9,-2.5
1993-02-24,108,-5,-8.6,-1.2
1993-02-25,108,-2.3,-6.8,3
1993-02-26,108,-0.6,-4.5,4.5
1993-02-27,108,1.9,-1.8,5.6
1993-02-28,108,-0.3,-3.5,1.9
1993-03-01,108,-3.4,-5.3,-1
1993-03-02,108,-0.7,-6.2,4.5
1993-03-03,108,3.7,0.2,7.2
1993-03-04,108,5.6,2.8,9.6
1993-03-05,108,7.2,2.2,11.9
1993-03-06,108,6.9,3.5,8.3
1993-03-07,108,3.9,2.2,7.6
1993-03-08,108,4.4,-0.5,9.8
1993-03-09,108,3.3,-1,7.4
1993-03-10,108,4.6,2.4,8.8
1993-03-11,108,4.8,0.3,10.6
1993-03-12,108,6.4,2.1,12.2
1993-03-13,108,5.9,1.2,12.1
1993-03-14,108,7.5,3.5,11.3
1993-03-15,108,8.5,4.5,14.8
1993-03-16,108,4.9,2.4,8.6
1993-03-17,108,4.5,-0.5,9.6
1993-03-18,108,4.9,1,9.9
1993-03-19,108,4.8,0.8,9.1
1993-03-20,108,5.5,0.3,11.2
1993-03-21,108,5.9,0.9,11.9
1993-03-22,108,7.7,1.5,15
1993-03-23,108,8.6,4.3,14.5
1993-03-24,108,6.3,4.9,8.9
1993-03-25,108,6.7,3.6,10.6
1993-03-26,108,8.5,4.3,14.4
1993-03-27,108,10.2,3.6,16.6
1993-03-28,108,9.4,5.2,14.5
1993-03-29,108,7.4,2.6,13.5
1993-03-30,108,8.4,4.7,11.3
1993-03-31,108,8.1,6.8,9.4
1993-04-01,108,9.4,5.1,15.1
1993-04-02,108,10.2,4.8,17.4
1993-04-03,108,11.1,6.7,15.8
1993-04-04,108,8.9,6.1,12.1
1993-04-05,108,8.4,2.6,14.3
1993-04-06,108,7.7,3.8,12.7
1993-04-07,108,4.3,1,6.7
1993-04-08,108,3.1,0.4,6.2
1993-04-09,108,4.6,-0.3,10.1
1993-04-10,108,4.3,2.5,6.4
1993-04-11,108,5.8,2,10.5
1993-04-12,108,7.3,3.1,13.3
1993-04-13,108,8.3,4.5,14.1
1993-04-14,108,10.1,5,16.6
1993-04-15,108,11.6,5.6,18.3
1993-04-16,108,11.3,6.6,17.8
1993-04-17,108,11.8,7.5,17.8
1993-04-18,108,13.8,8.5,21.7
1993-04-19,108,15.4,9,23.2
1993-04-20,108,16.8,10.5,23.5
1993-04-21,108,17.5,12.5,23.5
1993-04-22,108,15.2,11.6,20.4
1993-04-23,108,16.2,12.3,21.8
1993-04-24,108,12.9,8.2,17.8
1993-04-25,108,10.9,6.6,16.3
1993-04-26,108,11.1,6.1,16.6
1993-04-27,108,13,8,19.7
1993-04-28,108,11.7,10.8,13.1
1993-04-29,108,11.8,10.5,14.3
1993-04-30,108,12.9,8.1,18
1993-05-01,108,15.4,10.7,19.9
1993-05-02,108,13.1,9.4,18.3
1993-05-03,108,14.7,10.4,19.8
1993-05-04,108,16.9,10.3,23.6
1993-05-05,108,17.6,13.4,21.2
1993-05-06,108,19.4,15.9,24.3
1993-05-07,108,20,15.4,26
1993-05-08,108,17,13.8,22.2
1993-05-09,108,16.3,13.4,21.4
1993-05-10,108,17.3,12.1,24.3
1993-05-11,108,17.8,12.8,22.9
1993-05-12,108,18.5,16,22.3
1993-05-13,108,14.3,11.5,18.1
1993-05-14,108,16.8,10.4,22.7
1993-05-15,108,18.9,10.8,25.4
1993-05-16,108,17.7,15.1,21.2
1993-05-17,108,14.5,12.4,18.9
1993-05-18,108,16.5,11.1,23.4
1993-05-19,108,18.3,12.4,25.6
1993-05-20,108,21,13,29.8
1993-05-21,108,18.3,15,21.9
1993-05-22,108,19.1,14.2,25.7
1993-05-23,108,19,12.3,24.5
1993-05-24,108,19.6,14.9,24.3
1993-05-25,108,15.7,14.3,17.6
1993-05-26,108,17.8,12.9,24.9
1993-05-27,108,20.4,12.9,27.3
1993-05-28,108,21.5,14.3,28.7
1993-05-29,108,24.5,17,31.9
1993-05-30,108,23.3,17,28.9
1993-05-31,108,24.4,18,30.4
1993-06-01,108,24.7,19.1,28.3
1993-06-02,108,16.1,13.4,19.3
1993-06-03,108,16,13.9,18.6
1993-06-04,108,18.8,13.9,24.8
1993-06-05,108,20.6,14.5,27.6
1993-06-06,108,20.5,14.7,26.5
1993-06-07,108,22.4,15,29.1
1993-06-08,108,22.7,18.8,28.2
1993-06-09,108,20.3,16.9,24.2
1993-06-10,108,19.6,17.3,23.8
1993-06-11,108,21.3,16.6,28
1993-06-12,108,21.8,19.5,24
1993-06-13,108,21.3,18.4,24.3
1993-06-14,108,21.4,20.3,23.4
1993-06-15,108,22.8,18.9,28.1
1993-06-16,108,24.4,21.5,29.1
1993-06-17,108,22.2,19.1,28.4
1993-06-18,108,22.3,17.5,27.6
1993-06-19,108,21.4,18.5,26.8
1993-06-20,108,20.1,17.9,25.7
1993-06-21,108,22.1,17.5,28.1
1993-06-22,108,23.2,19.7,28.4
1993-06-23,108,22.5,19.1,27.9
1993-06-24,108,22.5,18.6,27.1
1993-06-25,108,23.2,21.1,26.3
1993-06-26,108,24,20.5,29.2
1993-06-27,108,22.9,19.5,27.8
1993-06-28,108,20.4,17.7,22.8
1993-06-29,108,19.2,17.5,21.5
1993-06-30,108,18.1,16.8,19.3
1993-07-01,108,21.8,17.9,27.3
1993-07-02,108,24,19.4,30.1
1993-07-03,108,23.1,18.6,29.1
1993-07-04,108,25,19.1,30.8
1993-07-05,108,26.6,21.1,31.1
1993-07-06,108,24.5,20.7,29.6
1993-07-07,108,24.8,20.3,31.1
1993-07-08,108,22.3,20.1,25
1993-07-09,108,23.5,21.1,27
1993-07-10,108,25.1,22.5,29.5
1993-07-11,108,23,20.7,25
1993-07-12,108,22.8,21.5,24.9
1993-07-13,108,22.8,22.3,23.9
1993-07-14,108,25.4,21.3,30.1
1993-07-15,108,24.2,20.4,29.9
1993-07-16,108,23.9,20.6,26.6
1993-07-17,108,18.9,18.4,20.6
1993-07-18,108,22.3,17.7,27.6
1993-07-19,108,22.7,18.1,27.8
1993-07-20,108,22.6,17.2,27.7
1993-07-21,108,22.5,16.2,28.3
1993-07-22,108,22.9,16.3,28.6
1993-07-23,108,23.3,19.3,28
1993-07-24,108,21.8,20,24.7
1993-07-25,108,21.5,19.3,25.2
1993-07-26,108,21.8,18.1,25.6
1993-07-27,108,23.6,21.3,27.9
1993-07-28,108,25.3,20.9,30.2
1993-07-29,108,21.9,20.8,25.3
1993-07-30,108,23.4,20.8,27.2
1993-07-31,108,25,21.8,29.5
1993-08-01,108,24.8,23.2,29.7
1993-08-02,108,22.5,19.9,25.1
1993-08-03,108,22.4,18.8,26.7
1993-08-04,108,23.7,19.1,28.4
1993-08-05,108,23.4,20.7,27.8
1993-08-06,108,22.6,18.5,28
1993-08-07,108,22.7,18.5,27.4
1993-08-08,108,22.9,21.7,24.8
1993-08-09,108,25.5,22.2,30.5
1993-08-10,108,23.2,21.3,26.4
1993-08-11,108,25,19.6,30.3
1993-08-12,108,24.9,21.4,30.6
1993-08-13,108,22.4,21.3,24
1993-08-14,108,24.4,21.7,29
1993-08-15,108,22.4,20.5,25.5
1993-08-16,108,20.9,19.8,22.3
1993-08-17,108,22.8,19.9,27
1993-08-18,108,22.8,20.6,27.3
1993-08-19,108,23.6,19.5,29
1993-08-20,108,22.9,19.7,26.3
1993-08-21,108,19.5,18,21.6
1993-08-22,108,22.7,16.9,28.1
1993-08-23,108,23.9,18.2,29.6
1993-08-24,108,23.5,21.3,25
1993-08-25,108,24.9,22.2,28.1
1993-08-26,108,23.5,19.7,29.6
1993-08-27,108,23.8,19.4,29
1993-08-28,108,22.9,17.4,28.5
1993-08-29,108,21.8,16.4,28.2
1993-08-30,108,22.5,16.3,29.5
1993-08-31,108,23.1,18.8,28.7
1993-09-01,108,24.6,18.4,30.5
1993-09-02,108,24.2,20.3,29.7
1993-09-03,108,22.9,19.8,27.2
1993-09-04,108,22.1,16.5,27.6
1993-09-05,108,22.6,17,28.9
1993-09-06,108,23.9,18.9,30.3
1993-09-07,108,23.3,18.8,28.2
1993-09-08,108,23.1,19.5,28
1993-09-09,108,22.6,18.3,28.3
1993-09-10,108,22.4,17.3,27.6
1993-09-11,108,22.5,18.5,28.3
1993-09-12,108,21.2,19.7,23.2
1993-09-13,108,21.3,19.7,25
1993-09-14,108,21.9,17.1,28.1
1993-09-15,108,22.7,17.7,28.2
1993-09-16,108,23.6,20.2,27.8
1993-09-17,108,20.5,19,22.2
1993-09-18,108,22,17.8,26.3
1993-09-19,108,21,15,27.3
1993-09-20,108,22.5,18.5,28.1
1993-09-21,108,21.4,16.8,28
1993-09-22,108,21.2,16.6,26.8
1993-09-23,108,19,15.4,23.4
1993-09-24,108,17.9,12.6,24.3
1993-09-25,108,18.2,12.4,24.1
1993-09-26,108,18.6,13.3,25.4
1993-09-27,108,18.6,14,23.6
1993-09-28,108,18.7,15.1,22.4
1993-09-29,108,16.2,11.9,21.5
1993-09-30,108,14.8,10.8,19.8
1993-10-01,108,14.8,9.7,21.1
1993-10-02,108,15.4,10.6,20
1993-10-03,108,16.6,9.9,23.5
1993-10-04,108,17.5,13.1,23.5
1993-10-05,108,17.2,10.1,24.6
1993-10-06,108,17,12.8,22.5
1993-10-07,108,18,12.8,23.8
1993-10-08,108,17.6,10.8,25
1993-10-09,108,18.9,14.5,24.2
1993-10-10,108,15.8,11.8,20.2
1993-10-11,108,15.3,9.1,22.5
1993-10-12,108,16.7,11.9,21.2
1993-10-13,108,16.3,12,21
1993-10-14,108,15.4,12.2,20.3
1993-10-15,108,14.3,9.4,20.9
1993-10-16,108,14.8,9,20.9
1993-10-17,108,14.7,8.7,21.6
1993-10-18,108,11.8,5.4,18.9
1993-10-19,108,13.2,7.4,19.7
1993-10-20,108,14.5,8.6,20.7
1993-10-21,108,12.5,6.8,18.3
1993-10-22,108,7,3.9,14.7
1993-10-23,108,6.5,1.5,12.2
1993-10-24,108,9.2,3,16.4
1993-10-25,108,10.4,7.5,15.3
1993-10-26,108,9.7,3.8,16.7
1993-10-27,108,10.9,4.1,19.3
1993-10-28,108,12.6,7.3,18.8
1993-10-29,108,10.9,7,13
1993-10-30,108,6.1,3.2,8.2
1993-10-31,108,4.5,0.6,7.9
1993-11-01,108,10.7,5.1,18.6
1993-11-02,108,12.2,6.5,18.6
1993-11-03,108,14,10.9,18.4
1993-11-04,108,12.9,10.2,16.9
1993-11-05,108,13.7,9.5,20.3
1993-11-06,108,14,11.6,16.9
1993-11-07,108,11.9,10.5,14.7
1993-11-08,108,12.6,8.3,18.5
1993-11-09,108,12.7,9,17.8
1993-11-10,108,12,9.7,14.2
1993-11-11,108,14.9,10,20.9
1993-11-12,108,15.6,13.8,19.2
1993-11-13,108,14.6,13.4,16.7
1993-11-14,108,13.8,11.4,16.9
1993-11-15,108,11.6,9.9,15
1993-11-16,108,12.3,7.6,19.2
1993-11-17,108,13.6,11.1,17.3
1993-11-18,108,6.9,4.8,11.1
1993-11-19,108,8.6,5.5,11.3
1993-11-20,108,7.6,2.6,9.4
1993-11-21,108,-0.8,-5.4,2.6
1993-11-22,108,-2.3,-6.7,1.9
1993-11-23,108,-3.6,-7,-0.9
1993-11-24,108,-3.3,-9,1.9
1993-11-25,108,2.7,-0.9,6.5
1993-11-26,108,5.7,3.4,8.4
1993-11-27,108,4.2,1.8,8.7
1993-11-28,108,1.1,-2.5,5
1993-11-29,108,2.1,-0.1,4.6
1993-11-30,108,3.2,1,5
1993-12-01,108,4.5,2.2,8.2
1993-12-02,108,4.1,1.4,6.9
1993-12-03,108,-1.1,-4.4,1.6
1993-12-04,108,-3.4,-6.5,0.5
1993-12-05,108,-1.4,-5.6,3
1993-12-06,108,0.4,-2.6,4
1993-12-07,108,0.7,-3.5,5.3
1993-12-08,108,2.9,-0.8,8.1
1993-12-09,108,3.3,-0.9,8.1
1993-12-10,108,3.4,1.2,5.1
1993-12-11,108,0.3,-2.7,3.4
1993-12-12,108,2.3,-1.3,5.3
1993-12-13,108,1,-3.6,4
1993-12-14,108,-5.5,-8.9,-2.4
1993-12-15,108,-7.3,-11.2,-2.8
1993-12-16,108,-3.9,-8.4,1.2
1993-12-17,108,-7.2,-9.4,-4.4
1993-12-18,108,-1.8,-6.7,4.4
1993-12-19,108,2.1,-1.5,6.5
1993-12-20,108,4,-1,8.5
1993-12-21,108,-6.7,-9.7,-1
1993-12-22,108,-6.1,-9.7,-2.2
1993-12-23,108,-3.3,-7.4,1.2
1993-12-24,108,0.5,-3,4.7
1993-12-25,108,3.9,-0.6,10
1993-12-26,108,5,0.8,7.6
1993-12-27,108,0.2,-2.8,4
1993-12-28,108,0,-3.5,5.1
1993-12-29,108,1,-4.1,7.8
1993-12-30,108,3.6,0.9,5.5
1993-12-31,108,-1.5,-4.2,1.3
